slide,case,compartment,n_tiles,n_tiles_top1_ge_0.50
TCGA-DK-A3IU-01Z-00-DX1.A624F891-20E8-48F6-8FAE-D046F30E257C_tiles.jsonl,TCGA-DK-A3IU,Invasive urothelial carcinoma (tumor),7682,7042
TCGA-DK-A3IU-01Z-00-DX1.A624F891-20E8-48F6-8FAE-D046F30E257C_tiles.jsonl,TCGA-DK-A3IU,Lamina propria (fibrovascular stroma),26392,23285
TCGA-DK-A3IU-01Z-00-DX1.A624F891-20E8-48F6-8FAE-D046F30E257C_tiles.jsonl,TCGA-DK-A3IU,Muscularis propria (detrusor muscle),9765,7853
TCGA-DK-A3IU-01Z-00-DX1.A624F891-20E8-48F6-8FAE-D046F30E257C_tiles.jsonl,TCGA-DK-A3IU,Necrosis,370,324
TCGA-DK-A3IU-01Z-00-DX1.A624F891-20E8-48F6-8FAE-D046F30E257C_tiles.jsonl,TCGA-DK-A3IU,Normal urothelium (benign mucosa),12525,11178
TCGA-DK-A3IU-01Z-00-DX1.A624F891-20E8-48F6-8FAE-D046F30E257C_tiles.jsonl,TCGA-DK-A3IU,Perivesical adipose tissue (extravesical fat),7630,7299
TCGA-DK-A3IV-01Z-00-DX1.3E7EDFE4-61F6-4EA8-9A29-D70C2785E408_tiles.jsonl,TCGA-DK-A3IV,Blood vessels (vasculature),11475,10996
TCGA-DK-A3IV-01Z-00-DX1.3E7EDFE4-61F6-4EA8-9A29-D70C2785E408_tiles.jsonl,TCGA-DK-A3IV,Inflammatory infiltrates (immune cells),6668,6209
TCGA-DK-A3IV-01Z-00-DX1.3E7EDFE4-61F6-4EA8-9A29-D70C2785E408_tiles.jsonl,TCGA-DK-A3IV,Invasive urothelial carcinoma (tumor),45344,44555
TCGA-DK-A3IV-01Z-00-DX1.3E7EDFE4-61F6-4EA8-9A29-D70C2785E408_tiles.jsonl,TCGA-DK-A3IV,Lamina propria (fibrovascular stroma),26695,25103
TCGA-DK-A3IV-01Z-00-DX1.3E7EDFE4-61F6-4EA8-9A29-D70C2785E408_tiles.jsonl,TCGA-DK-A3IV,Muscularis propria (detrusor muscle),2766,2182
TCGA-DK-A3IV-01Z-00-DX1.3E7EDFE4-61F6-4EA8-9A29-D70C2785E408_tiles.jsonl,TCGA-DK-A3IV,Necrosis,2376,2227
TCGA-DK-A3IV-01Z-00-DX1.3E7EDFE4-61F6-4EA8-9A29-D70C2785E408_tiles.jsonl,TCGA-DK-A3IV,Normal urothelium (benign mucosa),6582,6059
TCGA-DK-A3IV-01Z-00-DX1.3E7EDFE4-61F6-4EA8-9A29-D70C2785E408_tiles.jsonl,TCGA-DK-A3IV,Perivesical adipose tissue (extravesical fat),494,437
TCGA-DK-A3WW-01Z-00-DX1.4C3751B5-BD3E-4902-A092-B5877B67851F_tiles.jsonl,TCGA-DK-A3WW,Blood vessels (vasculature),4101,3644
TCGA-DK-A3WW-01Z-00-DX1.4C3751B5-BD3E-4902-A092-B5877B67851F_tiles.jsonl,TCGA-DK-A3WW,Inflammatory infiltrates (immune cells),14365,13436
TCGA-DK-A3WW-01Z-00-DX1.4C3751B5-BD3E-4902-A092-B5877B67851F_tiles.jsonl,TCGA-DK-A3WW,Invasive urothelial carcinoma (tumor),22327,21932
TCGA-DK-A3WW-01Z-00-DX1.4C3751B5-BD3E-4902-A092-B5877B67851F_tiles.jsonl,TCGA-DK-A3WW,Lamina propria (fibrovascular stroma),15652,14335
TCGA-DK-A3WW-01Z-00-DX1.4C3751B5-BD3E-4902-A092-B5877B67851F_tiles.jsonl,TCGA-DK-A3WW,Muscularis propria (detrusor muscle),5113,4299
TCGA-DK-A3WW-01Z-00-DX1.4C3751B5-BD3E-4902-A092-B5877B67851F_tiles.jsonl,TCGA-DK-A3WW,Necrosis,7129,6829
TCGA-DK-A3WW-01Z-00-DX1.4C3751B5-BD3E-4902-A092-B5877B67851F_tiles.jsonl,TCGA-DK-A3WW,Normal urothelium (benign mucosa),1001,810
TCGA-DK-A3WW-01Z-00-DX1.4C3751B5-BD3E-4902-A092-B5877B67851F_tiles.jsonl,TCGA-DK-A3WW,Perivesical adipose tissue (extravesical fat),1992,1872
TCGA-DK-A3WX-01Z-00-DX1.02E25F1B-4726-4D9E-BBC0-CF42F548F559_tiles.jsonl,TCGA-DK-A3WX,Blood vessels (vasculature),5735,5481
TCGA-DK-A3WX-01Z-00-DX1.02E25F1B-4726-4D9E-BBC0-CF42F548F559_tiles.jsonl,TCGA-DK-A3WX,Inflammatory infiltrates (immune cells),1247,1128
TCGA-DK-A3WX-01Z-00-DX1.02E25F1B-4726-4D9E-BBC0-CF42F548F559_tiles.jsonl,TCGA-DK-A3WX,Invasive urothelial carcinoma (tumor),3179,3053
TCGA-DK-A3WX-01Z-00-DX1.02E25F1B-4726-4D9E-BBC0-CF42F548F559_tiles.jsonl,TCGA-DK-A3WX,Lamina propria (fibrovascular stroma),1791,1543
TCGA-DK-A3WX-01Z-00-DX1.02E25F1B-4726-4D9E-BBC0-CF42F548F559_tiles.jsonl,TCGA-DK-A3WX,Muscularis propria (detrusor muscle),1816,1504
TCGA-DK-A3WX-01Z-00-DX1.02E25F1B-4726-4D9E-BBC0-CF42F548F559_tiles.jsonl,TCGA-DK-A3WX,Necrosis,2702,2622
TCGA-DK-A3WX-01Z-00-DX1.02E25F1B-4726-4D9E-BBC0-CF42F548F559_tiles.jsonl,TCGA-DK-A3WX,Normal urothelium (benign mucosa),12624,12014
TCGA-DK-A3WX-01Z-00-DX1.02E25F1B-4726-4D9E-BBC0-CF42F548F559_tiles.jsonl,TCGA-DK-A3WX,Perivesical adipose tissue (extravesical fat),1626,1541
TCGA-DK-A3WY-01Z-00-DX1.B2B8F28A-A9A4-4C6E-8C7F-3008DF2DE498_tiles.jsonl,TCGA-DK-A3WY,Blood vessels (vasculature),6939,6237
TCGA-DK-A3WY-01Z-00-DX1.B2B8F28A-A9A4-4C6E-8C7F-3008DF2DE498_tiles.jsonl,TCGA-DK-A3WY,Inflammatory infiltrates (immune cells),9557,8270
TCGA-DK-A3WY-01Z-00-DX1.B2B8F28A-A9A4-4C6E-8C7F-3008DF2DE498_tiles.jsonl,TCGA-DK-A3WY,Invasive urothelial carcinoma (tumor),30710,29483
TCGA-DK-A3WY-01Z-00-DX1.B2B8F28A-A9A4-4C6E-8C7F-3008DF2DE498_tiles.jsonl,TCGA-DK-A3WY,Lamina propria (fibrovascular stroma),6091,4845
TCGA-DK-A3WY-01Z-00-DX1.B2B8F28A-A9A4-4C6E-8C7F-3008DF2DE498_tiles.jsonl,TCGA-DK-A3WY,Muscularis propria (detrusor muscle),16209,13801
TCGA-DK-A3WY-01Z-00-DX1.B2B8F28A-A9A4-4C6E-8C7F-3008DF2DE498_tiles.jsonl,TCGA-DK-A3WY,Necrosis,2098,1861
TCGA-DK-A3WY-01Z-00-DX1.B2B8F28A-A9A4-4C6E-8C7F-3008DF2DE498_tiles.jsonl,TCGA-DK-A3WY,Normal urothelium (benign mucosa),4338,3618
TCGA-DK-A3WY-01Z-00-DX1.B2B8F28A-A9A4-4C6E-8C7F-3008DF2DE498_tiles.jsonl,TCGA-DK-A3WY,Perivesical adipose tissue (extravesical fat),5978,5658
TCGA-DK-A3X1-01Z-00-DX1.DE470E1B-1DB4-4985-B11D-ECB02A65CA6C_tiles.jsonl,TCGA-DK-A3X1,Blood vessels (vasculature),8189,7664
TCGA-DK-A3X1-01Z-00-DX1.DE470E1B-1DB4-4985-B11D-ECB02A65CA6C_tiles.jsonl,TCGA-DK-A3X1,Inflammatory infiltrates (immune cells),4871,4260
TCGA-DK-A3X1-01Z-00-DX1.DE470E1B-1DB4-4985-B11D-ECB02A65CA6C_tiles.jsonl,TCGA-DK-A3X1,Invasive urothelial carcinoma (tumor),53360,52891
TCGA-DK-A3X1-01Z-00-DX1.DE470E1B-1DB4-4985-B11D-ECB02A65CA6C_tiles.jsonl,TCGA-DK-A3X1,Lamina propria (fibrovascular stroma),14312,13134
TCGA-DK-A3X1-01Z-00-DX1.DE470E1B-1DB4-4985-B11D-ECB02A65CA6C_tiles.jsonl,TCGA-DK-A3X1,Muscularis propria (detrusor muscle),6481,5450
TCGA-DK-A3X1-01Z-00-DX1.DE470E1B-1DB4-4985-B11D-ECB02A65CA6C_tiles.jsonl,TCGA-DK-A3X1,Necrosis,1394,1295
TCGA-DK-A3X1-01Z-00-DX1.DE470E1B-1DB4-4985-B11D-ECB02A65CA6C_tiles.jsonl,TCGA-DK-A3X1,Normal urothelium (benign mucosa),3834,3615
TCGA-DK-A3X1-01Z-00-DX1.DE470E1B-1DB4-4985-B11D-ECB02A65CA6C_tiles.jsonl,TCGA-DK-A3X1,Perivesical adipose tissue (extravesical fat),4839,4549
TCGA-DK-A3X2-01Z-00-DX1.CB507611-E3AE-43A2-B5F8-EEAE59423E2E_tiles.jsonl,TCGA-DK-A3X2,Blood vessels (vasculature),6084,5706
TCGA-DK-A3X2-01Z-00-DX1.CB507611-E3AE-43A2-B5F8-EEAE59423E2E_tiles.jsonl,TCGA-DK-A3X2,Inflammatory infiltrates (immune cells),1250,1079
TCGA-DK-A3X2-01Z-00-DX1.CB507611-E3AE-43A2-B5F8-EEAE59423E2E_tiles.jsonl,TCGA-DK-A3X2,Invasive urothelial carcinoma (tumor),30253,29960
TCGA-DK-A3X2-01Z-00-DX1.CB507611-E3AE-43A2-B5F8-EEAE59423E2E_tiles.jsonl,TCGA-DK-A3X2,Lamina propria (fibrovascular stroma),10392,9393
TCGA-DK-A3X2-01Z-00-DX1.CB507611-E3AE-43A2-B5F8-EEAE59423E2E_tiles.jsonl,TCGA-DK-A3X2,Muscularis propria (detrusor muscle),2162,1652
TCGA-DK-A3X2-01Z-00-DX1.CB507611-E3AE-43A2-B5F8-EEAE59423E2E_tiles.jsonl,TCGA-DK-A3X2,Necrosis,651,621
TCGA-DK-A3X2-01Z-00-DX1.CB507611-E3AE-43A2-B5F8-EEAE59423E2E_tiles.jsonl,TCGA-DK-A3X2,Normal urothelium (benign mucosa),3619,3171
TCGA-DK-A3X2-01Z-00-DX1.CB507611-E3AE-43A2-B5F8-EEAE59423E2E_tiles.jsonl,TCGA-DK-A3X2,Perivesical adipose tissue (extravesical fat),1909,1810
TCGA-DK-A6AV-01Z-00-DX1.FC632EEE-668B-4757-B2FB-139D869812E0_tiles.jsonl,TCGA-DK-A6AV,Blood vessels (vasculature),15046,13992
TCGA-DK-A6AV-01Z-00-DX1.FC632EEE-668B-4757-B2FB-139D869812E0_tiles.jsonl,TCGA-DK-A6AV,Inflammatory infiltrates (immune cells),3581,3108
TCGA-DK-A6AV-01Z-00-DX1.FC632EEE-668B-4757-B2FB-139D869812E0_tiles.jsonl,TCGA-DK-A6AV,Invasive urothelial carcinoma (tumor),5223,5006
TCGA-DK-A6AV-01Z-00-DX1.FC632EEE-668B-4757-B2FB-139D869812E0_tiles.jsonl,TCGA-DK-A6AV,Lamina propria (fibrovascular stroma),16849,15408
TCGA-DK-A6AV-01Z-00-DX1.FC632EEE-668B-4757-B2FB-139D869812E0_tiles.jsonl,TCGA-DK-A6AV,Muscularis propria (detrusor muscle),5410,4418
TCGA-DK-A6AV-01Z-00-DX1.FC632EEE-668B-4757-B2FB-139D869812E0_tiles.jsonl,TCGA-DK-A6AV,Necrosis,266,234
TCGA-DK-A6AV-01Z-00-DX1.FC632EEE-668B-4757-B2FB-139D869812E0_tiles.jsonl,TCGA-DK-A6AV,Normal urothelium (benign mucosa),8774,7913
TCGA-DK-A6AV-01Z-00-DX1.FC632EEE-668B-4757-B2FB-139D869812E0_tiles.jsonl,TCGA-DK-A6AV,Perivesical adipose tissue (extravesical fat),6291,5965
TCGA-DK-A6B0-01Z-00-DX1.83628045-FDD9-4167-879F-7813FDCA7D97_tiles.jsonl,TCGA-DK-A6B0,Blood vessels (vasculature),15787,15214
TCGA-DK-A6B0-01Z-00-DX1.83628045-FDD9-4167-879F-7813FDCA7D97_tiles.jsonl,TCGA-DK-A6B0,Inflammatory infiltrates (immune cells),1277,1036
TCGA-DK-A6B0-01Z-00-DX1.83628045-FDD9-4167-879F-7813FDCA7D97_tiles.jsonl,TCGA-DK-A6B0,Invasive urothelial carcinoma (tumor),14971,14536
TCGA-DK-A6B0-01Z-00-DX1.83628045-FDD9-4167-879F-7813FDCA7D97_tiles.jsonl,TCGA-DK-A6B0,Lamina propria (fibrovascular stroma),6531,5591
TCGA-DK-A6B0-01Z-00-DX1.83628045-FDD9-4167-879F-7813FDCA7D97_tiles.jsonl,TCGA-DK-A6B0,Muscularis propria (detrusor muscle),9375,8224
TCGA-DK-A6B0-01Z-00-DX1.83628045-FDD9-4167-879F-7813FDCA7D97_tiles.jsonl,TCGA-DK-A6B0,Necrosis,2247,2099
TCGA-DK-A6B0-01Z-00-DX1.83628045-FDD9-4167-879F-7813FDCA7D97_tiles.jsonl,TCGA-DK-A6B0,Normal urothelium (benign mucosa),6699,6028
TCGA-DK-A6B0-01Z-00-DX1.83628045-FDD9-4167-879F-7813FDCA7D97_tiles.jsonl,TCGA-DK-A6B0,Perivesical adipose tissue (extravesical fat),4553,4392
TCGA-DK-A6B1-01Z-00-DX1.16F4E625-D690-45CD-B810-9E7F12EF9A90_tiles.jsonl,TCGA-DK-A6B1,Blood vessels (vasculature),18018,17265
TCGA-DK-A6B1-01Z-00-DX1.16F4E625-D690-45CD-B810-9E7F12EF9A90_tiles.jsonl,TCGA-DK-A6B1,Inflammatory infiltrates (immune cells),256,179
TCGA-DK-A6B1-01Z-00-DX1.16F4E625-D690-45CD-B810-9E7F12EF9A90_tiles.jsonl,TCGA-DK-A6B1,Invasive urothelial carcinoma (tumor),42301,41538
TCGA-DK-A6B1-01Z-00-DX1.16F4E625-D690-45CD-B810-9E7F12EF9A90_tiles.jsonl,TCGA-DK-A6B1,Lamina propria (fibrovascular stroma),2494,1999
TCGA-DK-A6B1-01Z-00-DX1.16F4E625-D690-45CD-B810-9E7F12EF9A90_tiles.jsonl,TCGA-DK-A6B1,Muscularis propria (detrusor muscle),3791,3003
TCGA-DK-A6B1-01Z-00-DX1.16F4E625-D690-45CD-B810-9E7F12EF9A90_tiles.jsonl,TCGA-DK-A6B1,Necrosis,129,104
TCGA-DK-A6B1-01Z-00-DX1.16F4E625-D690-45CD-B810-9E7F12EF9A90_tiles.jsonl,TCGA-DK-A6B1,Normal urothelium (benign mucosa),7985,7040
TCGA-DK-A6B1-01Z-00-DX1.16F4E625-D690-45CD-B810-9E7F12EF9A90_tiles.jsonl,TCGA-DK-A6B1,Perivesical adipose tissue (extravesical fat),1826,1617
TCGA-DK-A6B2-01Z-00-DX1.23D318D9-A05D-49D5-8C0E-BAA71BC2AFFA_tiles.jsonl,TCGA-DK-A6B2,Blood vessels (vasculature),6936,6306
TCGA-DK-A6B2-01Z-00-DX1.23D318D9-A05D-49D5-8C0E-BAA71BC2AFFA_tiles.jsonl,TCGA-DK-A6B2,Inflammatory infiltrates (immune cells),5032,4564
TCGA-DK-A6B2-01Z-00-DX1.23D318D9-A05D-49D5-8C0E-BAA71BC2AFFA_tiles.jsonl,TCGA-DK-A6B2,Invasive urothelial carcinoma (tumor),23403,22668
TCGA-DK-A6B2-01Z-00-DX1.23D318D9-A05D-49D5-8C0E-BAA71BC2AFFA_tiles.jsonl,TCGA-DK-A6B2,Lamina propria (fibrovascular stroma),20763,18747
TCGA-DK-A6B2-01Z-00-DX1.23D318D9-A05D-49D5-8C0E-BAA71BC2AFFA_tiles.jsonl,TCGA-DK-A6B2,Muscularis propria (detrusor muscle),8022,6626
TCGA-DK-A6B2-01Z-00-DX1.23D318D9-A05D-49D5-8C0E-BAA71BC2AFFA_tiles.jsonl,TCGA-DK-A6B2,Necrosis,229,196
TCGA-DK-A6B2-01Z-00-DX1.23D318D9-A05D-49D5-8C0E-BAA71BC2AFFA_tiles.jsonl,TCGA-DK-A6B2,Normal urothelium (benign mucosa),4988,4265
TCGA-DK-A6B2-01Z-00-DX1.23D318D9-A05D-49D5-8C0E-BAA71BC2AFFA_tiles.jsonl,TCGA-DK-A6B2,Perivesical adipose tissue (extravesical fat),2307,2036
TCGA-DK-A6B5-01Z-00-DX1.A1A01D61-DAA3-4172-8D69-FF0456190967_tiles.jsonl,TCGA-DK-A6B5,Blood vessels (vasculature),9317,8505
TCGA-DK-A6B5-01Z-00-DX1.A1A01D61-DAA3-4172-8D69-FF0456190967_tiles.jsonl,TCGA-DK-A6B5,Inflammatory infiltrates (immune cells),2330,2017
TCGA-DK-A6B5-01Z-00-DX1.A1A01D61-DAA3-4172-8D69-FF0456190967_tiles.jsonl,TCGA-DK-A6B5,Invasive urothelial carcinoma (tumor),21555,20857
TCGA-DK-A6B5-01Z-00-DX1.A1A01D61-DAA3-4172-8D69-FF0456190967_tiles.jsonl,TCGA-DK-A6B5,Lamina propria (fibrovascular stroma),12797,11557
TCGA-DK-A6B5-01Z-00-DX1.A1A01D61-DAA3-4172-8D69-FF0456190967_tiles.jsonl,TCGA-DK-A6B5,Muscularis propria (detrusor muscle),6995,5766
TCGA-DK-A6B5-01Z-00-DX1.A1A01D61-DAA3-4172-8D69-FF0456190967_tiles.jsonl,TCGA-DK-A6B5,Necrosis,2342,2236
TCGA-DK-A6B5-01Z-00-DX1.A1A01D61-DAA3-4172-8D69-FF0456190967_tiles.jsonl,TCGA-DK-A6B5,Normal urothelium (benign mucosa),5973,5153
TCGA-DK-A6B5-01Z-00-DX1.A1A01D61-DAA3-4172-8D69-FF0456190967_tiles.jsonl,TCGA-DK-A6B5,Perivesical adipose tissue (extravesical fat),5251,4975
TCGA-DK-A6B6-01Z-00-DX1.CD8B2F09-A5BA-4795-92FD-03A7315C3A2D_tiles.jsonl,TCGA-DK-A6B6,Blood vessels (vasculature),7536,7175
TCGA-DK-A6B6-01Z-00-DX1.CD8B2F09-A5BA-4795-92FD-03A7315C3A2D_tiles.jsonl,TCGA-DK-A6B6,Inflammatory infiltrates (immune cells),4034,3702
TCGA-DK-A6B6-01Z-00-DX1.CD8B2F09-A5BA-4795-92FD-03A7315C3A2D_tiles.jsonl,TCGA-DK-A6B6,Invasive urothelial carcinoma (tumor),12490,12105
TCGA-DK-A6B6-01Z-00-DX1.CD8B2F09-A5BA-4795-92FD-03A7315C3A2D_tiles.jsonl,TCGA-DK-A6B6,Lamina propria (fibrovascular stroma),4755,4275
TCGA-DK-A6B6-01Z-00-DX1.CD8B2F09-A5BA-4795-92FD-03A7315C3A2D_tiles.jsonl,TCGA-DK-A6B6,Muscularis propria (detrusor muscle),751,572
TCGA-DK-A6B6-01Z-00-DX1.CD8B2F09-A5BA-4795-92FD-03A7315C3A2D_tiles.jsonl,TCGA-DK-A6B6,Necrosis,631,532
TCGA-DK-A6B6-01Z-00-DX1.CD8B2F09-A5BA-4795-92FD-03A7315C3A2D_tiles.jsonl,TCGA-DK-A6B6,Normal urothelium (benign mucosa),18188,17414
TCGA-DK-A6B6-01Z-00-DX1.CD8B2F09-A5BA-4795-92FD-03A7315C3A2D_tiles.jsonl,TCGA-DK-A6B6,Perivesical adipose tissue (extravesical fat),2815,2672
TCGA-E5-A2PC-01Z-00-DX1.409697C6-097B-4B24-A54B-B52BEC5A0A9B_tiles.jsonl,TCGA-E5-A2PC,Blood vessels (vasculature),8720,7901
TCGA-E5-A2PC-01Z-00-DX1.409697C6-097B-4B24-A54B-B52BEC5A0A9B_tiles.jsonl,TCGA-E5-A2PC,Inflammatory infiltrates (immune cells),685,478
TCGA-E5-A2PC-01Z-00-DX1.409697C6-097B-4B24-A54B-B52BEC5A0A9B_tiles.jsonl,TCGA-E5-A2PC,Invasive urothelial carcinoma (tumor),9362,9244
TCGA-E5-A2PC-01Z-00-DX1.409697C6-097B-4B24-A54B-B52BEC5A0A9B_tiles.jsonl,TCGA-E5-A2PC,Lamina propria (fibrovascular stroma),5901,4959
TCGA-E5-A2PC-01Z-00-DX1.409697C6-097B-4B24-A54B-B52BEC5A0A9B_tiles.jsonl,TCGA-E5-A2PC,Muscularis propria (detrusor muscle),5445,4426
TCGA-E5-A2PC-01Z-00-DX1.409697C6-097B-4B24-A54B-B52BEC5A0A9B_tiles.jsonl,TCGA-E5-A2PC,Necrosis,244,198
TCGA-E5-A2PC-01Z-00-DX1.409697C6-097B-4B24-A54B-B52BEC5A0A9B_tiles.jsonl,TCGA-E5-A2PC,Normal urothelium (benign mucosa),1459,1241
TCGA-E5-A2PC-01Z-00-DX1.409697C6-097B-4B24-A54B-B52BEC5A0A9B_tiles.jsonl,TCGA-E5-A2PC,Perivesical adipose tissue (extravesical fat),9144,8708
TCGA-E5-A4TZ-01Z-00-DX1.08FA5E08-5AF7-461E-8EBC-200BF969E505_tiles.jsonl,TCGA-E5-A4TZ,Blood vessels (vasculature),9485,9067
TCGA-E5-A4TZ-01Z-00-DX1.08FA5E08-5AF7-461E-8EBC-200BF969E505_tiles.jsonl,TCGA-E5-A4TZ,Inflammatory infiltrates (immune cells),668,575
TCGA-E5-A4TZ-01Z-00-DX1.08FA5E08-5AF7-461E-8EBC-200BF969E505_tiles.jsonl,TCGA-E5-A4TZ,Invasive urothelial carcinoma (tumor),39998,39425
TCGA-E5-A4TZ-01Z-00-DX1.08FA5E08-5AF7-461E-8EBC-200BF969E505_tiles.jsonl,TCGA-E5-A4TZ,Lamina propria (fibrovascular stroma),1055,882
TCGA-E5-A4TZ-01Z-00-DX1.08FA5E08-5AF7-461E-8EBC-200BF969E505_tiles.jsonl,TCGA-E5-A4TZ,Muscularis propria (detrusor muscle),623,475
TCGA-E5-A4TZ-01Z-00-DX1.08FA5E08-5AF7-461E-8EBC-200BF969E505_tiles.jsonl,TCGA-E5-A4TZ,Necrosis,433,386
TCGA-E5-A4TZ-01Z-00-DX1.08FA5E08-5AF7-461E-8EBC-200BF969E505_tiles.jsonl,TCGA-E5-A4TZ,Normal urothelium (benign mucosa),19033,18273
TCGA-E5-A4TZ-01Z-00-DX1.08FA5E08-5AF7-461E-8EBC-200BF969E505_tiles.jsonl,TCGA-E5-A4TZ,Perivesical adipose tissue (extravesical fat),5505,5255
TCGA-E5-A4U1-01Z-00-DX1.A088BCB3-86D7-4895-A168-00981B44EF78_tiles.jsonl,TCGA-E5-A4U1,Blood vessels (vasculature),16134,15337
TCGA-E5-A4U1-01Z-00-DX1.A088BCB3-86D7-4895-A168-00981B44EF78_tiles.jsonl,TCGA-E5-A4U1,Inflammatory infiltrates (immune cells),1748,1548
TCGA-E5-A4U1-01Z-00-DX1.A088BCB3-86D7-4895-A168-00981B44EF78_tiles.jsonl,TCGA-E5-A4U1,Invasive urothelial carcinoma (tumor),7680,7432
TCGA-E5-A4U1-01Z-00-DX1.A088BCB3-86D7-4895-A168-00981B44EF78_tiles.jsonl,TCGA-E5-A4U1,Lamina propria (fibrovascular stroma),2412,1957
TCGA-E5-A4U1-01Z-00-DX1.A088BCB3-86D7-4895-A168-00981B44EF78_tiles.jsonl,TCGA-E5-A4U1,Muscularis propria (detrusor muscle),3139,2540
TCGA-E5-A4U1-01Z-00-DX1.A088BCB3-86D7-4895-A168-00981B44EF78_tiles.jsonl,TCGA-E5-A4U1,Necrosis,462,421
TCGA-E5-A4U1-01Z-00-DX1.A088BCB3-86D7-4895-A168-00981B44EF78_tiles.jsonl,TCGA-E5-A4U1,Normal urothelium (benign mucosa),13575,12631
TCGA-E5-A4U1-01Z-00-DX1.A088BCB3-86D7-4895-A168-00981B44EF78_tiles.jsonl,TCGA-E5-A4U1,Perivesical adipose tissue (extravesical fat),6050,5614
TCGA-E7-A3X6-01Z-00-DX1.5566A0E9-E1C3-4F97-8C82-D2FF3FE3FD8D_tiles.jsonl,TCGA-E7-A3X6,Blood vessels (vasculature),5206,5022
TCGA-E7-A3X6-01Z-00-DX1.5566A0E9-E1C3-4F97-8C82-D2FF3FE3FD8D_tiles.jsonl,TCGA-E7-A3X6,Inflammatory infiltrates (immune cells),186,145
TCGA-E7-A3X6-01Z-00-DX1.5566A0E9-E1C3-4F97-8C82-D2FF3FE3FD8D_tiles.jsonl,TCGA-E7-A3X6,Invasive urothelial carcinoma (tumor),10567,10416
TCGA-E7-A3X6-01Z-00-DX1.5566A0E9-E1C3-4F97-8C82-D2FF3FE3FD8D_tiles.jsonl,TCGA-E7-A3X6,Lamina propria (fibrovascular stroma),1045,943
TCGA-E7-A3X6-01Z-00-DX1.5566A0E9-E1C3-4F97-8C82-D2FF3FE3FD8D_tiles.jsonl,TCGA-E7-A3X6,Muscularis propria (detrusor muscle),359,287
TCGA-E7-A3X6-01Z-00-DX1.5566A0E9-E1C3-4F97-8C82-D2FF3FE3FD8D_tiles.jsonl,TCGA-E7-A3X6,Necrosis,595,549
TCGA-E7-A3X6-01Z-00-DX1.5566A0E9-E1C3-4F97-8C82-D2FF3FE3FD8D_tiles.jsonl,TCGA-E7-A3X6,Normal urothelium (benign mucosa),7565,7372
TCGA-E7-A3X6-01Z-00-DX1.5566A0E9-E1C3-4F97-8C82-D2FF3FE3FD8D_tiles.jsonl,TCGA-E7-A3X6,Perivesical adipose tissue (extravesical fat),77,67
TCGA-E7-A3Y1-01Z-00-DX1.D3E81A0B-1D20-4916-8872-81D469A1E276_tiles.jsonl,TCGA-E7-A3Y1,Blood vessels (vasculature),6735,6592
TCGA-E7-A3Y1-01Z-00-DX1.D3E81A0B-1D20-4916-8872-81D469A1E276_tiles.jsonl,TCGA-E7-A3Y1,Inflammatory infiltrates (immune cells),9,7
TCGA-E7-A3Y1-01Z-00-DX1.D3E81A0B-1D20-4916-8872-81D469A1E276_tiles.jsonl,TCGA-E7-A3Y1,Invasive urothelial carcinoma (tumor),16709,16504
TCGA-E7-A3Y1-01Z-00-DX1.D3E81A0B-1D20-4916-8872-81D469A1E276_tiles.jsonl,TCGA-E7-A3Y1,Lamina propria (fibrovascular stroma),272,253
TCGA-E7-A3Y1-01Z-00-DX1.D3E81A0B-1D20-4916-8872-81D469A1E276_tiles.jsonl,TCGA-E7-A3Y1,Muscularis propria (detrusor muscle),4,1
TCGA-E7-A3Y1-01Z-00-DX1.D3E81A0B-1D20-4916-8872-81D469A1E276_tiles.jsonl,TCGA-E7-A3Y1,Necrosis,54,46
TCGA-E7-A3Y1-01Z-00-DX1.D3E81A0B-1D20-4916-8872-81D469A1E276_tiles.jsonl,TCGA-E7-A3Y1,Normal urothelium (benign mucosa),11995,11809
TCGA-E7-A3Y1-01Z-00-DX1.D3E81A0B-1D20-4916-8872-81D469A1E276_tiles.jsonl,TCGA-E7-A3Y1,Perivesical adipose tissue (extravesical fat),62,59
TCGA-E7-A4IJ-01Z-00-DX1.7215592C-D179-4EE8-81F7-B3E32AE0D830_tiles.jsonl,TCGA-E7-A4IJ,Blood vessels (vasculature),13525,12803
TCGA-E7-A4IJ-01Z-00-DX1.7215592C-D179-4EE8-81F7-B3E32AE0D830_tiles.jsonl,TCGA-E7-A4IJ,Inflammatory infiltrates (immune cells),175,129
TCGA-E7-A4IJ-01Z-00-DX1.7215592C-D179-4EE8-81F7-B3E32AE0D830_tiles.jsonl,TCGA-E7-A4IJ,Invasive urothelial carcinoma (tumor),14354,13803
TCGA-E7-A4IJ-01Z-00-DX1.7215592C-D179-4EE8-81F7-B3E32AE0D830_tiles.jsonl,TCGA-E7-A4IJ,Lamina propria (fibrovascular stroma),11968,10660
TCGA-E7-A4IJ-01Z-00-DX1.7215592C-D179-4EE8-81F7-B3E32AE0D830_tiles.jsonl,TCGA-E7-A4IJ,Muscularis propria (detrusor muscle),10212,8613
TCGA-E7-A4IJ-01Z-00-DX1.7215592C-D179-4EE8-81F7-B3E32AE0D830_tiles.jsonl,TCGA-E7-A4IJ,Necrosis,950,867
