slide,case,compartment,n_tiles,n_tiles_top1_ge_0.50
TCGA-FD-A5BX-01Z-00-DX1.172B23F4-4651-4C93-93E1-D0E81331DCA7_tiles.jsonl,TCGA-FD-A5BX,Inflammatory infiltrates (immune cells),532,360
TCGA-FD-A5BX-01Z-00-DX1.172B23F4-4651-4C93-93E1-D0E81331DCA7_tiles.jsonl,TCGA-FD-A5BX,Invasive urothelial carcinoma (tumor),12425,11493
TCGA-FD-A5BX-01Z-00-DX1.172B23F4-4651-4C93-93E1-D0E81331DCA7_tiles.jsonl,TCGA-FD-A5BX,Lamina propria (fibrovascular stroma),4694,3588
TCGA-FD-A5BX-01Z-00-DX1.172B23F4-4651-4C93-93E1-D0E81331DCA7_tiles.jsonl,TCGA-FD-A5BX,Muscularis propria (detrusor muscle),12580,10817
TCGA-FD-A5BX-01Z-00-DX1.172B23F4-4651-4C93-93E1-D0E81331DCA7_tiles.jsonl,TCGA-FD-A5BX,Necrosis,4085,3883
TCGA-FD-A5BX-01Z-00-DX1.172B23F4-4651-4C93-93E1-D0E81331DCA7_tiles.jsonl,TCGA-FD-A5BX,Normal urothelium (benign mucosa),13601,12177
TCGA-FD-A5BX-01Z-00-DX1.172B23F4-4651-4C93-93E1-D0E81331DCA7_tiles.jsonl,TCGA-FD-A5BX,Perivesical adipose tissue (extravesical fat),6009,5925
TCGA-FD-A5BY-01Z-00-DX1.9DF7C69C-FABA-46DC-9954-A7120C65061F_tiles.jsonl,TCGA-FD-A5BY,Blood vessels (vasculature),8985,8302
TCGA-FD-A5BY-01Z-00-DX1.9DF7C69C-FABA-46DC-9954-A7120C65061F_tiles.jsonl,TCGA-FD-A5BY,Inflammatory infiltrates (immune cells),862,701
TCGA-FD-A5BY-01Z-00-DX1.9DF7C69C-FABA-46DC-9954-A7120C65061F_tiles.jsonl,TCGA-FD-A5BY,Invasive urothelial carcinoma (tumor),13528,13078
TCGA-FD-A5BY-01Z-00-DX1.9DF7C69C-FABA-46DC-9954-A7120C65061F_tiles.jsonl,TCGA-FD-A5BY,Lamina propria (fibrovascular stroma),12071,10805
TCGA-FD-A5BY-01Z-00-DX1.9DF7C69C-FABA-46DC-9954-A7120C65061F_tiles.jsonl,TCGA-FD-A5BY,Muscularis propria (detrusor muscle),5495,4596
TCGA-FD-A5BY-01Z-00-DX1.9DF7C69C-FABA-46DC-9954-A7120C65061F_tiles.jsonl,TCGA-FD-A5BY,Necrosis,85,63
TCGA-FD-A5BY-01Z-00-DX1.9DF7C69C-FABA-46DC-9954-A7120C65061F_tiles.jsonl,TCGA-FD-A5BY,Normal urothelium (benign mucosa),9071,8143
TCGA-FD-A5BY-01Z-00-DX1.9DF7C69C-FABA-46DC-9954-A7120C65061F_tiles.jsonl,TCGA-FD-A5BY,Perivesical adipose tissue (extravesical fat),6223,6022
TCGA-FD-A5BZ-01Z-00-DX1.344B1F8F-3B3A-4D42-894E-27C5AE265F42_tiles.jsonl,TCGA-FD-A5BZ,Blood vessels (vasculature),15964,14911
TCGA-FD-A5BZ-01Z-00-DX1.344B1F8F-3B3A-4D42-894E-27C5AE265F42_tiles.jsonl,TCGA-FD-A5BZ,Inflammatory infiltrates (immune cells),1193,992
TCGA-FD-A5BZ-01Z-00-DX1.344B1F8F-3B3A-4D42-894E-27C5AE265F42_tiles.jsonl,TCGA-FD-A5BZ,Invasive urothelial carcinoma (tumor),15838,15447
TCGA-FD-A5BZ-01Z-00-DX1.344B1F8F-3B3A-4D42-894E-27C5AE265F42_tiles.jsonl,TCGA-FD-A5BZ,Lamina propria (fibrovascular stroma),13273,11557
TCGA-FD-A5BZ-01Z-00-DX1.344B1F8F-3B3A-4D42-894E-27C5AE265F42_tiles.jsonl,TCGA-FD-A5BZ,Muscularis propria (detrusor muscle),3996,2958
TCGA-FD-A5BZ-01Z-00-DX1.344B1F8F-3B3A-4D42-894E-27C5AE265F42_tiles.jsonl,TCGA-FD-A5BZ,Necrosis,331,317
TCGA-FD-A5BZ-01Z-00-DX1.344B1F8F-3B3A-4D42-894E-27C5AE265F42_tiles.jsonl,TCGA-FD-A5BZ,Normal urothelium (benign mucosa),20215,18521
TCGA-FD-A5BZ-01Z-00-DX1.344B1F8F-3B3A-4D42-894E-27C5AE265F42_tiles.jsonl,TCGA-FD-A5BZ,Perivesical adipose tissue (extravesical fat),5990,5744
TCGA-FD-A5C0-01Z-00-DX1.D11E8348-04DE-4934-B063-2E3F3AD8D110_tiles.jsonl,TCGA-FD-A5C0,Blood vessels (vasculature),14790,13547
TCGA-FD-A5C0-01Z-00-DX1.D11E8348-04DE-4934-B063-2E3F3AD8D110_tiles.jsonl,TCGA-FD-A5C0,Inflammatory infiltrates (immune cells),1412,1113
TCGA-FD-A5C0-01Z-00-DX1.D11E8348-04DE-4934-B063-2E3F3AD8D110_tiles.jsonl,TCGA-FD-A5C0,Invasive urothelial carcinoma (tumor),8608,8108
TCGA-FD-A5C0-01Z-00-DX1.D11E8348-04DE-4934-B063-2E3F3AD8D110_tiles.jsonl,TCGA-FD-A5C0,Lamina propria (fibrovascular stroma),14619,12569
TCGA-FD-A5C0-01Z-00-DX1.D11E8348-04DE-4934-B063-2E3F3AD8D110_tiles.jsonl,TCGA-FD-A5C0,Muscularis propria (detrusor muscle),8147,6354
TCGA-FD-A5C0-01Z-00-DX1.D11E8348-04DE-4934-B063-2E3F3AD8D110_tiles.jsonl,TCGA-FD-A5C0,Necrosis,412,359
TCGA-FD-A5C0-01Z-00-DX1.D11E8348-04DE-4934-B063-2E3F3AD8D110_tiles.jsonl,TCGA-FD-A5C0,Normal urothelium (benign mucosa),7387,6136
TCGA-FD-A5C0-01Z-00-DX1.D11E8348-04DE-4934-B063-2E3F3AD8D110_tiles.jsonl,TCGA-FD-A5C0,Perivesical adipose tissue (extravesical fat),11185,10630
TCGA-FD-A5C1-01Z-00-DX1.EAD87C49-A25C-4D37-AF27-E27F7016E065_tiles.jsonl,TCGA-FD-A5C1,Blood vessels (vasculature),14648,13361
TCGA-FD-A5C1-01Z-00-DX1.EAD87C49-A25C-4D37-AF27-E27F7016E065_tiles.jsonl,TCGA-FD-A5C1,Inflammatory infiltrates (immune cells),1141,883
TCGA-FD-A5C1-01Z-00-DX1.EAD87C49-A25C-4D37-AF27-E27F7016E065_tiles.jsonl,TCGA-FD-A5C1,Invasive urothelial carcinoma (tumor),7377,6921
TCGA-FD-A5C1-01Z-00-DX1.EAD87C49-A25C-4D37-AF27-E27F7016E065_tiles.jsonl,TCGA-FD-A5C1,Lamina propria (fibrovascular stroma),14263,12591
TCGA-FD-A5C1-01Z-00-DX1.EAD87C49-A25C-4D37-AF27-E27F7016E065_tiles.jsonl,TCGA-FD-A5C1,Muscularis propria (detrusor muscle),7100,5537
TCGA-FD-A5C1-01Z-00-DX1.EAD87C49-A25C-4D37-AF27-E27F7016E065_tiles.jsonl,TCGA-FD-A5C1,Necrosis,1015,908
TCGA-FD-A5C1-01Z-00-DX1.EAD87C49-A25C-4D37-AF27-E27F7016E065_tiles.jsonl,TCGA-FD-A5C1,Normal urothelium (benign mucosa),11997,10512
TCGA-FD-A5C1-01Z-00-DX1.EAD87C49-A25C-4D37-AF27-E27F7016E065_tiles.jsonl,TCGA-FD-A5C1,Perivesical adipose tissue (extravesical fat),14139,13739
TCGA-FD-A62N-01Z-00-DX1.204E48B7-51D1-49D7-88F3-4BD33A07146A_tiles.jsonl,TCGA-FD-A62N,Blood vessels (vasculature),8019,7376
TCGA-FD-A62N-01Z-00-DX1.204E48B7-51D1-49D7-88F3-4BD33A07146A_tiles.jsonl,TCGA-FD-A62N,Inflammatory infiltrates (immune cells),1145,963
TCGA-FD-A62N-01Z-00-DX1.204E48B7-51D1-49D7-88F3-4BD33A07146A_tiles.jsonl,TCGA-FD-A62N,Invasive urothelial carcinoma (tumor),10122,9825
TCGA-FD-A62N-01Z-00-DX1.204E48B7-51D1-49D7-88F3-4BD33A07146A_tiles.jsonl,TCGA-FD-A62N,Lamina propria (fibrovascular stroma),22033,20576
TCGA-FD-A62N-01Z-00-DX1.204E48B7-51D1-49D7-88F3-4BD33A07146A_tiles.jsonl,TCGA-FD-A62N,Muscularis propria (detrusor muscle),2829,2196
TCGA-FD-A62N-01Z-00-DX1.204E48B7-51D1-49D7-88F3-4BD33A07146A_tiles.jsonl,TCGA-FD-A62N,Necrosis,117,105
TCGA-FD-A62N-01Z-00-DX1.204E48B7-51D1-49D7-88F3-4BD33A07146A_tiles.jsonl,TCGA-FD-A62N,Normal urothelium (benign mucosa),7030,6398
TCGA-FD-A62N-01Z-00-DX1.204E48B7-51D1-49D7-88F3-4BD33A07146A_tiles.jsonl,TCGA-FD-A62N,Perivesical adipose tissue (extravesical fat),10145,9888
TCGA-FD-A62O-01Z-00-DX1.4DD5E512-EF71-498B-8C25-18F42D0E1F1F_tiles.jsonl,TCGA-FD-A62O,Blood vessels (vasculature),7179,6485
TCGA-FD-A62O-01Z-00-DX1.4DD5E512-EF71-498B-8C25-18F42D0E1F1F_tiles.jsonl,TCGA-FD-A62O,Inflammatory infiltrates (immune cells),232,161
TCGA-FD-A62O-01Z-00-DX1.4DD5E512-EF71-498B-8C25-18F42D0E1F1F_tiles.jsonl,TCGA-FD-A62O,Invasive urothelial carcinoma (tumor),21363,20762
TCGA-FD-A62O-01Z-00-DX1.4DD5E512-EF71-498B-8C25-18F42D0E1F1F_tiles.jsonl,TCGA-FD-A62O,Lamina propria (fibrovascular stroma),15652,13932
TCGA-FD-A62O-01Z-00-DX1.4DD5E512-EF71-498B-8C25-18F42D0E1F1F_tiles.jsonl,TCGA-FD-A62O,Muscularis propria (detrusor muscle),7683,6578
TCGA-FD-A62O-01Z-00-DX1.4DD5E512-EF71-498B-8C25-18F42D0E1F1F_tiles.jsonl,TCGA-FD-A62O,Necrosis,1417,1376
TCGA-FD-A62O-01Z-00-DX1.4DD5E512-EF71-498B-8C25-18F42D0E1F1F_tiles.jsonl,TCGA-FD-A62O,Normal urothelium (benign mucosa),7679,6621
TCGA-FD-A62O-01Z-00-DX1.4DD5E512-EF71-498B-8C25-18F42D0E1F1F_tiles.jsonl,TCGA-FD-A62O,Perivesical adipose tissue (extravesical fat),10475,10226
TCGA-FD-A62P-01Z-00-DX1.56B14555-896E-420A-AE8B-4E2D35D87871_tiles.jsonl,TCGA-FD-A62P,Blood vessels (vasculature),24369,22621
TCGA-FD-A62P-01Z-00-DX1.56B14555-896E-420A-AE8B-4E2D35D87871_tiles.jsonl,TCGA-FD-A62P,Inflammatory infiltrates (immune cells),5211,4461
TCGA-FD-A62P-01Z-00-DX1.56B14555-896E-420A-AE8B-4E2D35D87871_tiles.jsonl,TCGA-FD-A62P,Invasive urothelial carcinoma (tumor),4169,3763
TCGA-FD-A62P-01Z-00-DX1.56B14555-896E-420A-AE8B-4E2D35D87871_tiles.jsonl,TCGA-FD-A62P,Lamina propria (fibrovascular stroma),16472,13992
TCGA-FD-A62P-01Z-00-DX1.56B14555-896E-420A-AE8B-4E2D35D87871_tiles.jsonl,TCGA-FD-A62P,Muscularis propria (detrusor muscle),9201,7091
TCGA-FD-A62P-01Z-00-DX1.56B14555-896E-420A-AE8B-4E2D35D87871_tiles.jsonl,TCGA-FD-A62P,Necrosis,343,281
TCGA-FD-A62P-01Z-00-DX1.56B14555-896E-420A-AE8B-4E2D35D87871_tiles.jsonl,TCGA-FD-A62P,Normal urothelium (benign mucosa),26636,24588
TCGA-FD-A62P-01Z-00-DX1.56B14555-896E-420A-AE8B-4E2D35D87871_tiles.jsonl,TCGA-FD-A62P,Perivesical adipose tissue (extravesical fat),5759,5032
TCGA-FD-A62S-01Z-00-DX1.B35DA29A-6F19-4663-9DB2-AB57DAFC84A7_tiles.jsonl,TCGA-FD-A62S,Blood vessels (vasculature),12500,11393
TCGA-FD-A62S-01Z-00-DX1.B35DA29A-6F19-4663-9DB2-AB57DAFC84A7_tiles.jsonl,TCGA-FD-A62S,Inflammatory infiltrates (immune cells),2105,1737
TCGA-FD-A62S-01Z-00-DX1.B35DA29A-6F19-4663-9DB2-AB57DAFC84A7_tiles.jsonl,TCGA-FD-A62S,Invasive urothelial carcinoma (tumor),36831,34663
TCGA-FD-A62S-01Z-00-DX1.B35DA29A-6F19-4663-9DB2-AB57DAFC84A7_tiles.jsonl,TCGA-FD-A62S,Lamina propria (fibrovascular stroma),41055,37064
TCGA-FD-A62S-01Z-00-DX1.B35DA29A-6F19-4663-9DB2-AB57DAFC84A7_tiles.jsonl,TCGA-FD-A62S,Muscularis propria (detrusor muscle),8584,6475
TCGA-FD-A62S-01Z-00-DX1.B35DA29A-6F19-4663-9DB2-AB57DAFC84A7_tiles.jsonl,TCGA-FD-A62S,Necrosis,132,111
TCGA-FD-A62S-01Z-00-DX1.B35DA29A-6F19-4663-9DB2-AB57DAFC84A7_tiles.jsonl,TCGA-FD-A62S,Normal urothelium (benign mucosa),21026,18605
TCGA-FD-A62S-01Z-00-DX1.B35DA29A-6F19-4663-9DB2-AB57DAFC84A7_tiles.jsonl,TCGA-FD-A62S,Perivesical adipose tissue (extravesical fat),5767,5497
TCGA-FD-A6TA-01Z-00-DX1.FC156A8A-B71C-46A3-B83F-99DB0FC41FC8_tiles.jsonl,TCGA-FD-A6TA,Blood vessels (vasculature),16648,15193
TCGA-FD-A6TA-01Z-00-DX1.FC156A8A-B71C-46A3-B83F-99DB0FC41FC8_tiles.jsonl,TCGA-FD-A6TA,Inflammatory infiltrates (immune cells),1254,959
TCGA-FD-A6TA-01Z-00-DX1.FC156A8A-B71C-46A3-B83F-99DB0FC41FC8_tiles.jsonl,TCGA-FD-A6TA,Invasive urothelial carcinoma (tumor),18485,17688
TCGA-FD-A6TA-01Z-00-DX1.FC156A8A-B71C-46A3-B83F-99DB0FC41FC8_tiles.jsonl,TCGA-FD-A6TA,Lamina propria (fibrovascular stroma),16424,14069
TCGA-FD-A6TA-01Z-00-DX1.FC156A8A-B71C-46A3-B83F-99DB0FC41FC8_tiles.jsonl,TCGA-FD-A6TA,Muscularis propria (detrusor muscle),10863,8833
TCGA-FD-A6TA-01Z-00-DX1.FC156A8A-B71C-46A3-B83F-99DB0FC41FC8_tiles.jsonl,TCGA-FD-A6TA,Necrosis,2258,2106
TCGA-FD-A6TA-01Z-00-DX1.FC156A8A-B71C-46A3-B83F-99DB0FC41FC8_tiles.jsonl,TCGA-FD-A6TA,Normal urothelium (benign mucosa),14913,13104
TCGA-FD-A6TA-01Z-00-DX1.FC156A8A-B71C-46A3-B83F-99DB0FC41FC8_tiles.jsonl,TCGA-FD-A6TA,Perivesical adipose tissue (extravesical fat),6195,5850
TCGA-FD-A6TB-01Z-00-DX1.CDCC077C-2DFE-4B04-A0D0-69E1CFE80AC5_tiles.jsonl,TCGA-FD-A6TB,Blood vessels (vasculature),8494,7826
TCGA-FD-A6TB-01Z-00-DX1.CDCC077C-2DFE-4B04-A0D0-69E1CFE80AC5_tiles.jsonl,TCGA-FD-A6TB,Inflammatory infiltrates (immune cells),2151,1786
TCGA-FD-A6TB-01Z-00-DX1.CDCC077C-2DFE-4B04-A0D0-69E1CFE80AC5_tiles.jsonl,TCGA-FD-A6TB,Invasive urothelial carcinoma (tumor),4588,4287
TCGA-FD-A6TB-01Z-00-DX1.CDCC077C-2DFE-4B04-A0D0-69E1CFE80AC5_tiles.jsonl,TCGA-FD-A6TB,Lamina propria (fibrovascular stroma),9059,8013
TCGA-FD-A6TB-01Z-00-DX1.CDCC077C-2DFE-4B04-A0D0-69E1CFE80AC5_tiles.jsonl,TCGA-FD-A6TB,Muscularis propria (detrusor muscle),6907,5750
TCGA-FD-A6TB-01Z-00-DX1.CDCC077C-2DFE-4B04-A0D0-69E1CFE80AC5_tiles.jsonl,TCGA-FD-A6TB,Necrosis,499,446
TCGA-FD-A6TB-01Z-00-DX1.CDCC077C-2DFE-4B04-A0D0-69E1CFE80AC5_tiles.jsonl,TCGA-FD-A6TB,Normal urothelium (benign mucosa),12735,11719
TCGA-FD-A6TB-01Z-00-DX1.CDCC077C-2DFE-4B04-A0D0-69E1CFE80AC5_tiles.jsonl,TCGA-FD-A6TB,Perivesical adipose tissue (extravesical fat),11887,11614
TCGA-FD-A6TC-01Z-00-DX1.AC96EA62-D56E-4565-88E0-EBAEB8087C4F_tiles.jsonl,TCGA-FD-A6TC,Blood vessels (vasculature),12026,11050
TCGA-FD-A6TC-01Z-00-DX1.AC96EA62-D56E-4565-88E0-EBAEB8087C4F_tiles.jsonl,TCGA-FD-A6TC,Inflammatory infiltrates (immune cells),527,393
TCGA-FD-A6TC-01Z-00-DX1.AC96EA62-D56E-4565-88E0-EBAEB8087C4F_tiles.jsonl,TCGA-FD-A6TC,Invasive urothelial carcinoma (tumor),28914,28139
TCGA-FD-A6TC-01Z-00-DX1.AC96EA62-D56E-4565-88E0-EBAEB8087C4F_tiles.jsonl,TCGA-FD-A6TC,Lamina propria (fibrovascular stroma),16093,14319
TCGA-FD-A6TC-01Z-00-DX1.AC96EA62-D56E-4565-88E0-EBAEB8087C4F_tiles.jsonl,TCGA-FD-A6TC,Muscularis propria (detrusor muscle),5913,4856
TCGA-FD-A6TC-01Z-00-DX1.AC96EA62-D56E-4565-88E0-EBAEB8087C4F_tiles.jsonl,TCGA-FD-A6TC,Necrosis,826,749
TCGA-FD-A6TC-01Z-00-DX1.AC96EA62-D56E-4565-88E0-EBAEB8087C4F_tiles.jsonl,TCGA-FD-A6TC,Normal urothelium (benign mucosa),8054,6892
TCGA-FD-A6TC-01Z-00-DX1.AC96EA62-D56E-4565-88E0-EBAEB8087C4F_tiles.jsonl,TCGA-FD-A6TC,Perivesical adipose tissue (extravesical fat),4447,4160
TCGA-FD-A6TD-01Z-00-DX1.836B03BC-CD19-437D-A925-9862BB08AB1D_tiles.jsonl,TCGA-FD-A6TD,Blood vessels (vasculature),5171,4896
TCGA-FD-A6TD-01Z-00-DX1.836B03BC-CD19-437D-A925-9862BB08AB1D_tiles.jsonl,TCGA-FD-A6TD,Inflammatory infiltrates (immune cells),291,203
TCGA-FD-A6TD-01Z-00-DX1.836B03BC-CD19-437D-A925-9862BB08AB1D_tiles.jsonl,TCGA-FD-A6TD,Invasive urothelial carcinoma (tumor),45334,44243
TCGA-FD-A6TD-01Z-00-DX1.836B03BC-CD19-437D-A925-9862BB08AB1D_tiles.jsonl,TCGA-FD-A6TD,Lamina propria (fibrovascular stroma),26432,24555
TCGA-FD-A6TD-01Z-00-DX1.836B03BC-CD19-437D-A925-9862BB08AB1D_tiles.jsonl,TCGA-FD-A6TD,Muscularis propria (detrusor muscle),6481,5344
TCGA-FD-A6TD-01Z-00-DX1.836B03BC-CD19-437D-A925-9862BB08AB1D_tiles.jsonl,TCGA-FD-A6TD,Necrosis,432,382
TCGA-FD-A6TD-01Z-00-DX1.836B03BC-CD19-437D-A925-9862BB08AB1D_tiles.jsonl,TCGA-FD-A6TD,Normal urothelium (benign mucosa),12737,11569
TCGA-FD-A6TD-01Z-00-DX1.836B03BC-CD19-437D-A925-9862BB08AB1D_tiles.jsonl,TCGA-FD-A6TD,Perivesical adipose tissue (extravesical fat),402,339
TCGA-FD-A6TE-01Z-00-DX1.1CD738A0-1D6D-461B-9322-21F77CC3D167_tiles.jsonl,TCGA-FD-A6TE,Blood vessels (vasculature),12699,11283
TCGA-FD-A6TE-01Z-00-DX1.1CD738A0-1D6D-461B-9322-21F77CC3D167_tiles.jsonl,TCGA-FD-A6TE,Inflammatory infiltrates (immune cells),3076,2422
TCGA-FD-A6TE-01Z-00-DX1.1CD738A0-1D6D-461B-9322-21F77CC3D167_tiles.jsonl,TCGA-FD-A6TE,Invasive urothelial carcinoma (tumor),13458,12988
TCGA-FD-A6TE-01Z-00-DX1.1CD738A0-1D6D-461B-9322-21F77CC3D167_tiles.jsonl,TCGA-FD-A6TE,Lamina propria (fibrovascular stroma),16037,13925
TCGA-FD-A6TE-01Z-00-DX1.1CD738A0-1D6D-461B-9322-21F77CC3D167_tiles.jsonl,TCGA-FD-A6TE,Muscularis propria (detrusor muscle),14810,12379
TCGA-FD-A6TE-01Z-00-DX1.1CD738A0-1D6D-461B-9322-21F77CC3D167_tiles.jsonl,TCGA-FD-A6TE,Necrosis,222,186
TCGA-FD-A6TE-01Z-00-DX1.1CD738A0-1D6D-461B-9322-21F77CC3D167_tiles.jsonl,TCGA-FD-A6TE,Normal urothelium (benign mucosa),11194,9860
TCGA-FD-A6TE-01Z-00-DX1.1CD738A0-1D6D-461B-9322-21F77CC3D167_tiles.jsonl,TCGA-FD-A6TE,Perivesical adipose tissue (extravesical fat),20664,20013
TCGA-FD-A6TF-01Z-00-DX1.15B2C3E0-A0D7-4879-82B1-6C9AB09AF8E2_tiles.jsonl,TCGA-FD-A6TF,Blood vessels (vasculature),23888,22082
TCGA-FD-A6TF-01Z-00-DX1.15B2C3E0-A0D7-4879-82B1-6C9AB09AF8E2_tiles.jsonl,TCGA-FD-A6TF,Inflammatory infiltrates (immune cells),1365,1121
TCGA-FD-A6TF-01Z-00-DX1.15B2C3E0-A0D7-4879-82B1-6C9AB09AF8E2_tiles.jsonl,TCGA-FD-A6TF,Invasive urothelial carcinoma (tumor),28344,27644
TCGA-FD-A6TF-01Z-00-DX1.15B2C3E0-A0D7-4879-82B1-6C9AB09AF8E2_tiles.jsonl,TCGA-FD-A6TF,Lamina propria (fibrovascular stroma),16686,14500
TCGA-FD-A6TF-01Z-00-DX1.15B2C3E0-A0D7-4879-82B1-6C9AB09AF8E2_tiles.jsonl,TCGA-FD-A6TF,Muscularis propria (detrusor muscle),8391,6744
TCGA-FD-A6TF-01Z-00-DX1.15B2C3E0-A0D7-4879-82B1-6C9AB09AF8E2_tiles.jsonl,TCGA-FD-A6TF,Necrosis,2383,2242
TCGA-FD-A6TF-01Z-00-DX1.15B2C3E0-A0D7-4879-82B1-6C9AB09AF8E2_tiles.jsonl,TCGA-FD-A6TF,Normal urothelium (benign mucosa),14729,12895
TCGA-FD-A6TF-01Z-00-DX1.15B2C3E0-A0D7-4879-82B1-6C9AB09AF8E2_tiles.jsonl,TCGA-FD-A6TF,Perivesical adipose tissue (extravesical fat),6614,6181
TCGA-FD-A6TG-01Z-00-DX1.C49D520E-3589-4623-9BBE-9676BAC83A8F_tiles.jsonl,TCGA-FD-A6TG,Blood vessels (vasculature),9837,8919
TCGA-FD-A6TG-01Z-00-DX1.C49D520E-3589-4623-9BBE-9676BAC83A8F_tiles.jsonl,TCGA-FD-A6TG,Inflammatory infiltrates (immune cells),680,518
TCGA-FD-A6TG-01Z-00-DX1.C49D520E-3589-4623-9BBE-9676BAC83A8F_tiles.jsonl,TCGA-FD-A6TG,Invasive urothelial carcinoma (tumor),20578,19430
TCGA-FD-A6TG-01Z-00-DX1.C49D520E-3589-4623-9BBE-9676BAC83A8F_tiles.jsonl,TCGA-FD-A6TG,Lamina propria (fibrovascular stroma),20978,18903
TCGA-FD-A6TG-01Z-00-DX1.C49D520E-3589-4623-9BBE-9676BAC83A8F_tiles.jsonl,TCGA-FD-A6TG,Muscularis propria (detrusor muscle),5207,4025
TCGA-FD-A6TG-01Z-00-DX1.C49D520E-3589-4623-9BBE-9676BAC83A8F_tiles.jsonl,TCGA-FD-A6TG,Necrosis,1023,917
TCGA-FD-A6TG-01Z-00-DX1.C49D520E-3589-4623-9BBE-9676BAC83A8F_tiles.jsonl,TCGA-FD-A6TG,Normal urothelium (benign mucosa),7032,5978
TCGA-FD-A6TG-01Z-00-DX1.C49D520E-3589-4623-9BBE-9676BAC83A8F_tiles.jsonl,TCGA-FD-A6TG,Perivesical adipose tissue (extravesical fat),11465,10983
TCGA-FD-A6TH-01Z-00-DX1.1791761E-876F-4AAB-A0B1-272A37A41E3A_tiles.jsonl,TCGA-FD-A6TH,Blood vessels (vasculature),11723,10832
TCGA-FD-A6TH-01Z-00-DX1.1791761E-876F-4AAB-A0B1-272A37A41E3A_tiles.jsonl,TCGA-FD-A6TH,Inflammatory infiltrates (immune cells),517,408
TCGA-FD-A6TH-01Z-00-DX1.1791761E-876F-4AAB-A0B1-272A37A41E3A_tiles.jsonl,TCGA-FD-A6TH,Invasive urothelial carcinoma (tumor),30497,29818
TCGA-FD-A6TH-01Z-00-DX1.1791761E-876F-4AAB-A0B1-272A37A41E3A_tiles.jsonl,TCGA-FD-A6TH,Lamina propria (fibrovascular stroma),11404,9847
TCGA-FD-A6TH-01Z-00-DX1.1791761E-876F-4AAB-A0B1-272A37A41E3A_tiles.jsonl,TCGA-FD-A6TH,Muscularis propria (detrusor muscle),8800,7224
TCGA-FD-A6TH-01Z-00-DX1.1791761E-876F-4AAB-A0B1-272A37A41E3A_tiles.jsonl,TCGA-FD-A6TH,Necrosis,1226,1148
TCGA-FD-A6TH-01Z-00-DX1.1791761E-876F-4AAB-A0B1-272A37A41E3A_tiles.jsonl,TCGA-FD-A6TH,Normal urothelium (benign mucosa),6288,5349
TCGA-FD-A6TH-01Z-00-DX1.1791761E-876F-4AAB-A0B1-272A37A41E3A_tiles.jsonl,TCGA-FD-A6TH,Perivesical adipose tissue (extravesical fat),6345,6056
TCGA-FD-A6TI-01Z-00-DX1.A451F82D-983B-4646-BFC6-E40A66F2B9C8_tiles.jsonl,TCGA-FD-A6TI,Blood vessels (vasculature),12295,10915
TCGA-FD-A6TI-01Z-00-DX1.A451F82D-983B-4646-BFC6-E40A66F2B9C8_tiles.jsonl,TCGA-FD-A6TI,Inflammatory infiltrates (immune cells),349,279
TCGA-FD-A6TI-01Z-00-DX1.A451F82D-983B-4646-BFC6-E40A66F2B9C8_tiles.jsonl,TCGA-FD-A6TI,Invasive urothelial carcinoma (tumor),16281,15615
TCGA-FD-A6TI-01Z-00-DX1.A451F82D-983B-4646-BFC6-E40A66F2B9C8_tiles.jsonl,TCGA-FD-A6TI,Lamina propria (fibrovascular stroma),9698,7944
TCGA-FD-A6TI-01Z-00-DX1.A451F82D-983B-4646-BFC6-E40A66F2B9C8_tiles.jsonl,TCGA-FD-A6TI,Muscularis propria (detrusor muscle),7233,5659
TCGA-FD-A6TI-01Z-00-DX1.A451F82D-983B-4646-BFC6-E40A66F2B9C8_tiles.jsonl,TCGA-FD-A6TI,Necrosis,129,106
TCGA-FD-A6TI-01Z-00-DX1.A451F82D-983B-4646-BFC6-E40A66F2B9C8_tiles.jsonl,TCGA-FD-A6TI,Normal urothelium (benign mucosa),6454,5331
TCGA-FD-A6TI-01Z-00-DX1.A451F82D-983B-4646-BFC6-E40A66F2B9C8_tiles.jsonl,TCGA-FD-A6TI,Perivesical adipose tissue (extravesical fat),9001,8703
TCGA-FD-A6TK-01Z-00-DX1.B685DA87-72A6-4C38-8AA1-40B6E543383C_tiles.jsonl,TCGA-FD-A6TK,Blood vessels (vasculature),9723,8967
TCGA-FD-A6TK-01Z-00-DX1.B685DA87-72A6-4C38-8AA1-40B6E543383C_tiles.jsonl,TCGA-FD-A6TK,Inflammatory infiltrates (immune cells),512,400
TCGA-FD-A6TK-01Z-00-DX1.B685DA87-72A6-4C38-8AA1-40B6E543383C_tiles.jsonl,TCGA-FD-A6TK,Invasive urothelial carcinoma (tumor),7277,6980
TCGA-FD-A6TK-01Z-00-DX1.B685DA87-72A6-4C38-8AA1-40B6E543383C_tiles.jsonl,TCGA-FD-A6TK,Lamina propria (fibrovascular stroma),7925,7013
TCGA-FD-A6TK-01Z-00-DX1.B685DA87-72A6-4C38-8AA1-40B6E543383C_tiles.jsonl,TCGA-FD-A6TK,Muscularis propria (detrusor muscle),3252,2479
TCGA-FD-A6TK-01Z-00-DX1.B685DA87-72A6-4C38-8AA1-40B6E543383C_tiles.jsonl,TCGA-FD-A6TK,Necrosis,13,10
