feature,region,coef,hr,p,q
adipose_E_original_firstorder_90Percentile_std,adipose,-0.1572155365778365,0.8545198586814312,0.08720207710930472,0.36683566091654635
stroma_H_original_firstorder_RobustMeanAbsoluteDeviation_std,stroma,-0.1602784073994564,0.85190657885202,0.0876949630399425,0.367143984018898
vessels_H_original_firstorder_InterquartileRange_std,vessels,-0.1441263042870827,0.8657783896308573,0.0892577008224376,0.3704262753149519
tdlu_E_original_glcm_ClusterShade_mean,tdlu,0.14370071024913827,1.1545385152666388,0.08932565039023413,0.3704262753149519
stroma_H_original_glcm_SumSquares_std,stroma,-0.15643850321574845,0.8551841071583853,0.08979281059309376,0.37060711919319356
tdlu_H_original_glcm_JointEntropy_std,tdlu,-0.1528009731476631,0.8583005296659336,0.09072296445027789,0.3709672620828181
vessels_E_original_firstorder_MeanAbsoluteDeviation_mean,vessels,0.14057124514436253,1.1509310748945107,0.09143930570916335,0.3709672620828181
stroma_H_original_glcm_ClusterTendency_std,stroma,-0.15473217860244268,0.8566445745106815,0.09191400682730058,0.3709672620828181
adipose_E_original_firstorder_Entropy_std,adipose,-0.1501669281309818,0.860564312042379,0.09243374848693196,0.3709672620828181
tumor_H_original_glcm_SumEntropy_std,tumor,-0.1505299759414316,0.860251942759064,0.09245910993385559,0.3709672620828181
vessels_H_original_glcm_SumSquares_std,vessels,-0.1464555325976892,0.8637641408283449,0.09304983159521663,0.3709672620828181
tdlu_E_original_glcm_Imc2_std,tdlu,-0.1480556964975356,0.8623830818872263,0.0931719864959786,0.3709672620828181
adipose_E_original_firstorder_RootMeanSquared_std,adipose,-0.15962113178044865,0.8524667003329034,0.09358368736532505,0.3709672620828181
tils_H_original_glcm_ClusterProminence_std,tils,-0.2656245657357677,0.766726929032829,0.0939462312246499,0.3709672620828181
vessels_H_original_glcm_ClusterTendency_std,vessels,-0.1459024487832839,0.8642420069319228,0.09411969392272643,0.3709672620828181
adipose_H_original_firstorder_Kurtosis_mean,adipose,-0.2343207923781792,0.7911079937709407,0.09498252177752863,0.37268926706429395
stroma_H_original_firstorder_InterquartileRange_std,stroma,-0.15705458899493185,0.8546574026556182,0.09653434162169651,0.3734809049579371
