slide,case,compartment,n_tiles,n_tiles_top1_ge_0.50
TCGA-BH-A1ES-01Z-00-DX1.C54C809F-748F-4BB0-B018-A8A83A4134C0_tiles.jsonl,TCGA-BH-A1ES,Necrosis or hemorrhage,170,155
TCGA-BH-A1ES-01Z-00-DX1.C54C809F-748F-4BB0-B018-A8A83A4134C0_tiles.jsonl,TCGA-BH-A1ES,Normal breast glands and lobules (TDLU),5269,4651
TCGA-BH-A1ES-01Z-00-DX1.C54C809F-748F-4BB0-B018-A8A83A4134C0_tiles.jsonl,TCGA-BH-A1ES,Tumor-infiltrating lymphocytes (immune infiltrates),316,182
TCGA-BH-A1ET-01Z-00-DX1.05C126CD-CC10-44BF-9A68-6CDDE97272B2_tiles.jsonl,TCGA-BH-A1ET,Adipose tissue (fat),9139,8580
TCGA-BH-A1ET-01Z-00-DX1.05C126CD-CC10-44BF-9A68-6CDDE97272B2_tiles.jsonl,TCGA-BH-A1ET,Blood vessels (vasculature),2308,2108
TCGA-BH-A1ET-01Z-00-DX1.05C126CD-CC10-44BF-9A68-6CDDE97272B2_tiles.jsonl,TCGA-BH-A1ET,Ductal carcinoma in situ (DCIS),694,619
TCGA-BH-A1ET-01Z-00-DX1.05C126CD-CC10-44BF-9A68-6CDDE97272B2_tiles.jsonl,TCGA-BH-A1ET,Fibrous desmoplastic stroma,11069,10161
TCGA-BH-A1ET-01Z-00-DX1.05C126CD-CC10-44BF-9A68-6CDDE97272B2_tiles.jsonl,TCGA-BH-A1ET,Invasive breast carcinoma (tumor cells),6565,5866
TCGA-BH-A1ET-01Z-00-DX1.05C126CD-CC10-44BF-9A68-6CDDE97272B2_tiles.jsonl,TCGA-BH-A1ET,Muscle tissue (smooth or skeletal muscle),6058,5312
TCGA-BH-A1ET-01Z-00-DX1.05C126CD-CC10-44BF-9A68-6CDDE97272B2_tiles.jsonl,TCGA-BH-A1ET,Necrosis or hemorrhage,2,2
TCGA-BH-A1ET-01Z-00-DX1.05C126CD-CC10-44BF-9A68-6CDDE97272B2_tiles.jsonl,TCGA-BH-A1ET,Normal breast glands and lobules (TDLU),14633,13447
TCGA-BH-A1ET-01Z-00-DX1.05C126CD-CC10-44BF-9A68-6CDDE97272B2_tiles.jsonl,TCGA-BH-A1ET,Tumor-infiltrating lymphocytes (immune infiltrates),635,413
TCGA-BH-A1EU-01Z-00-DX1.5A0956EF-0100-47FD-9026-1994CF22D0F1_tiles.jsonl,TCGA-BH-A1EU,Adipose tissue (fat),9483,9006
TCGA-BH-A1EU-01Z-00-DX1.5A0956EF-0100-47FD-9026-1994CF22D0F1_tiles.jsonl,TCGA-BH-A1EU,Blood vessels (vasculature),972,883
TCGA-BH-A1EU-01Z-00-DX1.5A0956EF-0100-47FD-9026-1994CF22D0F1_tiles.jsonl,TCGA-BH-A1EU,Ductal carcinoma in situ (DCIS),240,198
TCGA-BH-A1EU-01Z-00-DX1.5A0956EF-0100-47FD-9026-1994CF22D0F1_tiles.jsonl,TCGA-BH-A1EU,Fibrous desmoplastic stroma,16502,15316
TCGA-BH-A1EU-01Z-00-DX1.5A0956EF-0100-47FD-9026-1994CF22D0F1_tiles.jsonl,TCGA-BH-A1EU,Invasive breast carcinoma (tumor cells),7142,6466
TCGA-BH-A1EU-01Z-00-DX1.5A0956EF-0100-47FD-9026-1994CF22D0F1_tiles.jsonl,TCGA-BH-A1EU,Muscle tissue (smooth or skeletal muscle),4131,3715
TCGA-BH-A1EU-01Z-00-DX1.5A0956EF-0100-47FD-9026-1994CF22D0F1_tiles.jsonl,TCGA-BH-A1EU,Necrosis or hemorrhage,19,17
TCGA-BH-A1EU-01Z-00-DX1.5A0956EF-0100-47FD-9026-1994CF22D0F1_tiles.jsonl,TCGA-BH-A1EU,Normal breast glands and lobules (TDLU),10613,9759
TCGA-BH-A1EU-01Z-00-DX1.5A0956EF-0100-47FD-9026-1994CF22D0F1_tiles.jsonl,TCGA-BH-A1EU,Tumor-infiltrating lymphocytes (immune infiltrates),175,122
TCGA-BH-A1EV-01Z-00-DX1.106CF220-1D7D-40DD-88B2-A7F00B758F8F_tiles.jsonl,TCGA-BH-A1EV,Adipose tissue (fat),26714,24978
TCGA-BH-A1EV-01Z-00-DX1.106CF220-1D7D-40DD-88B2-A7F00B758F8F_tiles.jsonl,TCGA-BH-A1EV,Blood vessels (vasculature),3846,3478
TCGA-BH-A1EV-01Z-00-DX1.106CF220-1D7D-40DD-88B2-A7F00B758F8F_tiles.jsonl,TCGA-BH-A1EV,Ductal carcinoma in situ (DCIS),2638,2313
TCGA-BH-A1EV-01Z-00-DX1.106CF220-1D7D-40DD-88B2-A7F00B758F8F_tiles.jsonl,TCGA-BH-A1EV,Fibrous desmoplastic stroma,2769,2222
TCGA-BH-A1EV-01Z-00-DX1.106CF220-1D7D-40DD-88B2-A7F00B758F8F_tiles.jsonl,TCGA-BH-A1EV,Invasive breast carcinoma (tumor cells),8672,7677
TCGA-BH-A1EV-01Z-00-DX1.106CF220-1D7D-40DD-88B2-A7F00B758F8F_tiles.jsonl,TCGA-BH-A1EV,Muscle tissue (smooth or skeletal muscle),5242,4501
TCGA-BH-A1EV-01Z-00-DX1.106CF220-1D7D-40DD-88B2-A7F00B758F8F_tiles.jsonl,TCGA-BH-A1EV,Necrosis or hemorrhage,208,182
TCGA-BH-A1EV-01Z-00-DX1.106CF220-1D7D-40DD-88B2-A7F00B758F8F_tiles.jsonl,TCGA-BH-A1EV,Normal breast glands and lobules (TDLU),12625,11305
TCGA-BH-A1EV-01Z-00-DX1.106CF220-1D7D-40DD-88B2-A7F00B758F8F_tiles.jsonl,TCGA-BH-A1EV,Tumor-infiltrating lymphocytes (immune infiltrates),505,334
TCGA-BH-A1EW-01Z-00-DX1.A6A5F9C5-FB97-4DA3-A1EA-1F84BC006681_tiles.jsonl,TCGA-BH-A1EW,Adipose tissue (fat),13573,12646
TCGA-BH-A1EW-01Z-00-DX1.A6A5F9C5-FB97-4DA3-A1EA-1F84BC006681_tiles.jsonl,TCGA-BH-A1EW,Blood vessels (vasculature),2888,2630
TCGA-BH-A1EW-01Z-00-DX1.A6A5F9C5-FB97-4DA3-A1EA-1F84BC006681_tiles.jsonl,TCGA-BH-A1EW,Ductal carcinoma in situ (DCIS),807,627
TCGA-BH-A1EW-01Z-00-DX1.A6A5F9C5-FB97-4DA3-A1EA-1F84BC006681_tiles.jsonl,TCGA-BH-A1EW,Fibrous desmoplastic stroma,5948,4946
TCGA-BH-A1EW-01Z-00-DX1.A6A5F9C5-FB97-4DA3-A1EA-1F84BC006681_tiles.jsonl,TCGA-BH-A1EW,Invasive breast carcinoma (tumor cells),8984,7924
TCGA-BH-A1EW-01Z-00-DX1.A6A5F9C5-FB97-4DA3-A1EA-1F84BC006681_tiles.jsonl,TCGA-BH-A1EW,Muscle tissue (smooth or skeletal muscle),11560,10489
TCGA-BH-A1EW-01Z-00-DX1.A6A5F9C5-FB97-4DA3-A1EA-1F84BC006681_tiles.jsonl,TCGA-BH-A1EW,Necrosis or hemorrhage,117,99
TCGA-BH-A1EW-01Z-00-DX1.A6A5F9C5-FB97-4DA3-A1EA-1F84BC006681_tiles.jsonl,TCGA-BH-A1EW,Normal breast glands and lobules (TDLU),9863,8751
TCGA-BH-A1EW-01Z-00-DX1.A6A5F9C5-FB97-4DA3-A1EA-1F84BC006681_tiles.jsonl,TCGA-BH-A1EW,Tumor-infiltrating lymphocytes (immune infiltrates),597,420
TCGA-BH-A1EX-01Z-00-DX1.16B6A817-6729-446E-9FCF-A4A333C5295D_tiles.jsonl,TCGA-BH-A1EX,Adipose tissue (fat),10745,10149
TCGA-BH-A1EX-01Z-00-DX1.16B6A817-6729-446E-9FCF-A4A333C5295D_tiles.jsonl,TCGA-BH-A1EX,Blood vessels (vasculature),3242,2938
TCGA-BH-A1EX-01Z-00-DX1.16B6A817-6729-446E-9FCF-A4A333C5295D_tiles.jsonl,TCGA-BH-A1EX,Ductal carcinoma in situ (DCIS),1917,1640
TCGA-BH-A1EX-01Z-00-DX1.16B6A817-6729-446E-9FCF-A4A333C5295D_tiles.jsonl,TCGA-BH-A1EX,Fibrous desmoplastic stroma,8782,7904
TCGA-BH-A1EX-01Z-00-DX1.16B6A817-6729-446E-9FCF-A4A333C5295D_tiles.jsonl,TCGA-BH-A1EX,Invasive breast carcinoma (tumor cells),5302,4480
TCGA-BH-A1EX-01Z-00-DX1.16B6A817-6729-446E-9FCF-A4A333C5295D_tiles.jsonl,TCGA-BH-A1EX,Muscle tissue (smooth or skeletal muscle),11240,10074
TCGA-BH-A1EX-01Z-00-DX1.16B6A817-6729-446E-9FCF-A4A333C5295D_tiles.jsonl,TCGA-BH-A1EX,Necrosis or hemorrhage,28,25
TCGA-BH-A1EX-01Z-00-DX1.16B6A817-6729-446E-9FCF-A4A333C5295D_tiles.jsonl,TCGA-BH-A1EX,Normal breast glands and lobules (TDLU),8912,8121
TCGA-BH-A1EX-01Z-00-DX1.16B6A817-6729-446E-9FCF-A4A333C5295D_tiles.jsonl,TCGA-BH-A1EX,Tumor-infiltrating lymphocytes (immune infiltrates),1249,907
TCGA-BH-A1EY-01Z-00-DX1.25C3DE1F-C702-4959-8DFA-69EF78AD9307_tiles.jsonl,TCGA-BH-A1EY,Adipose tissue (fat),14559,13497
TCGA-BH-A1EY-01Z-00-DX1.25C3DE1F-C702-4959-8DFA-69EF78AD9307_tiles.jsonl,TCGA-BH-A1EY,Blood vessels (vasculature),785,672
TCGA-BH-A1EY-01Z-00-DX1.25C3DE1F-C702-4959-8DFA-69EF78AD9307_tiles.jsonl,TCGA-BH-A1EY,Ductal carcinoma in situ (DCIS),249,190
TCGA-BH-A1EY-01Z-00-DX1.25C3DE1F-C702-4959-8DFA-69EF78AD9307_tiles.jsonl,TCGA-BH-A1EY,Fibrous desmoplastic stroma,13509,12264
TCGA-BH-A1EY-01Z-00-DX1.25C3DE1F-C702-4959-8DFA-69EF78AD9307_tiles.jsonl,TCGA-BH-A1EY,Invasive breast carcinoma (tumor cells),5980,5044
TCGA-BH-A1EY-01Z-00-DX1.25C3DE1F-C702-4959-8DFA-69EF78AD9307_tiles.jsonl,TCGA-BH-A1EY,Muscle tissue (smooth or skeletal muscle),10114,8798
TCGA-BH-A1EY-01Z-00-DX1.25C3DE1F-C702-4959-8DFA-69EF78AD9307_tiles.jsonl,TCGA-BH-A1EY,Necrosis or hemorrhage,76,69
TCGA-BH-A1EY-01Z-00-DX1.25C3DE1F-C702-4959-8DFA-69EF78AD9307_tiles.jsonl,TCGA-BH-A1EY,Normal breast glands and lobules (TDLU),4594,3817
TCGA-BH-A1EY-01Z-00-DX1.25C3DE1F-C702-4959-8DFA-69EF78AD9307_tiles.jsonl,TCGA-BH-A1EY,Tumor-infiltrating lymphocytes (immune infiltrates),301,206
TCGA-BH-A1F0-01Z-00-DX1.E1557A67-230A-4337-AEC8-158258A917FF_tiles.jsonl,TCGA-BH-A1F0,Adipose tissue (fat),3074,2931
TCGA-BH-A1F0-01Z-00-DX1.E1557A67-230A-4337-AEC8-158258A917FF_tiles.jsonl,TCGA-BH-A1F0,Blood vessels (vasculature),317,276
TCGA-BH-A1F0-01Z-00-DX1.E1557A67-230A-4337-AEC8-158258A917FF_tiles.jsonl,TCGA-BH-A1F0,Ductal carcinoma in situ (DCIS),197,156
TCGA-BH-A1F0-01Z-00-DX1.E1557A67-230A-4337-AEC8-158258A917FF_tiles.jsonl,TCGA-BH-A1F0,Fibrous desmoplastic stroma,4085,3608
TCGA-BH-A1F0-01Z-00-DX1.E1557A67-230A-4337-AEC8-158258A917FF_tiles.jsonl,TCGA-BH-A1F0,Invasive breast carcinoma (tumor cells),3679,3189
TCGA-BH-A1F0-01Z-00-DX1.E1557A67-230A-4337-AEC8-158258A917FF_tiles.jsonl,TCGA-BH-A1F0,Muscle tissue (smooth or skeletal muscle),1354,1115
TCGA-BH-A1F0-01Z-00-DX1.E1557A67-230A-4337-AEC8-158258A917FF_tiles.jsonl,TCGA-BH-A1F0,Necrosis or hemorrhage,7,7
TCGA-BH-A1F0-01Z-00-DX1.E1557A67-230A-4337-AEC8-158258A917FF_tiles.jsonl,TCGA-BH-A1F0,Normal breast glands and lobules (TDLU),3563,3040
TCGA-BH-A1F0-01Z-00-DX1.E1557A67-230A-4337-AEC8-158258A917FF_tiles.jsonl,TCGA-BH-A1F0,Tumor-infiltrating lymphocytes (immune infiltrates),2421,1978
TCGA-BH-A1F2-01Z-00-DX1.17E2FD6F-0DCF-425B-864B-21ADCDAE734B_tiles.jsonl,TCGA-BH-A1F2,Adipose tissue (fat),10900,10276
TCGA-BH-A1F2-01Z-00-DX1.17E2FD6F-0DCF-425B-864B-21ADCDAE734B_tiles.jsonl,TCGA-BH-A1F2,Blood vessels (vasculature),1639,1507
TCGA-BH-A1F2-01Z-00-DX1.17E2FD6F-0DCF-425B-864B-21ADCDAE734B_tiles.jsonl,TCGA-BH-A1F2,Ductal carcinoma in situ (DCIS),624,478
TCGA-BH-A1F2-01Z-00-DX1.17E2FD6F-0DCF-425B-864B-21ADCDAE734B_tiles.jsonl,TCGA-BH-A1F2,Fibrous desmoplastic stroma,5122,4547
TCGA-BH-A1F2-01Z-00-DX1.17E2FD6F-0DCF-425B-864B-21ADCDAE734B_tiles.jsonl,TCGA-BH-A1F2,Invasive breast carcinoma (tumor cells),6894,6041
TCGA-BH-A1F2-01Z-00-DX1.17E2FD6F-0DCF-425B-864B-21ADCDAE734B_tiles.jsonl,TCGA-BH-A1F2,Muscle tissue (smooth or skeletal muscle),7425,6696
TCGA-BH-A1F2-01Z-00-DX1.17E2FD6F-0DCF-425B-864B-21ADCDAE734B_tiles.jsonl,TCGA-BH-A1F2,Necrosis or hemorrhage,290,239
TCGA-BH-A1F2-01Z-00-DX1.17E2FD6F-0DCF-425B-864B-21ADCDAE734B_tiles.jsonl,TCGA-BH-A1F2,Normal breast glands and lobules (TDLU),1311,1018
TCGA-BH-A1F2-01Z-00-DX1.17E2FD6F-0DCF-425B-864B-21ADCDAE734B_tiles.jsonl,TCGA-BH-A1F2,Tumor-infiltrating lymphocytes (immune infiltrates),1707,1269
TCGA-BH-A1F5-01Z-00-DX1.9A1AA3BB-80B1-473D-B075-8D65A94C4E0B_tiles.jsonl,TCGA-BH-A1F5,Adipose tissue (fat),12708,11597
TCGA-BH-A1F5-01Z-00-DX1.9A1AA3BB-80B1-473D-B075-8D65A94C4E0B_tiles.jsonl,TCGA-BH-A1F5,Blood vessels (vasculature),3844,3409
TCGA-BH-A1F5-01Z-00-DX1.9A1AA3BB-80B1-473D-B075-8D65A94C4E0B_tiles.jsonl,TCGA-BH-A1F5,Ductal carcinoma in situ (DCIS),552,445
TCGA-BH-A1F5-01Z-00-DX1.9A1AA3BB-80B1-473D-B075-8D65A94C4E0B_tiles.jsonl,TCGA-BH-A1F5,Fibrous desmoplastic stroma,3943,3296
TCGA-BH-A1F5-01Z-00-DX1.9A1AA3BB-80B1-473D-B075-8D65A94C4E0B_tiles.jsonl,TCGA-BH-A1F5,Invasive breast carcinoma (tumor cells),17497,16500
TCGA-BH-A1F5-01Z-00-DX1.9A1AA3BB-80B1-473D-B075-8D65A94C4E0B_tiles.jsonl,TCGA-BH-A1F5,Muscle tissue (smooth or skeletal muscle),15778,14044
TCGA-BH-A1F5-01Z-00-DX1.9A1AA3BB-80B1-473D-B075-8D65A94C4E0B_tiles.jsonl,TCGA-BH-A1F5,Necrosis or hemorrhage,52,45
TCGA-BH-A1F5-01Z-00-DX1.9A1AA3BB-80B1-473D-B075-8D65A94C4E0B_tiles.jsonl,TCGA-BH-A1F5,Normal breast glands and lobules (TDLU),19348,17459
TCGA-BH-A1F5-01Z-00-DX1.9A1AA3BB-80B1-473D-B075-8D65A94C4E0B_tiles.jsonl,TCGA-BH-A1F5,Tumor-infiltrating lymphocytes (immune infiltrates),418,318
TCGA-BH-A1F6-01Z-00-DX1.E83F0DC0-EA2C-4641-81B0-8702B9C5D579_tiles.jsonl,TCGA-BH-A1F6,Adipose tissue (fat),14421,13775
TCGA-BH-A1F6-01Z-00-DX1.E83F0DC0-EA2C-4641-81B0-8702B9C5D579_tiles.jsonl,TCGA-BH-A1F6,Blood vessels (vasculature),913,823
TCGA-BH-A1F6-01Z-00-DX1.E83F0DC0-EA2C-4641-81B0-8702B9C5D579_tiles.jsonl,TCGA-BH-A1F6,Ductal carcinoma in situ (DCIS),1232,1015
TCGA-BH-A1F6-01Z-00-DX1.E83F0DC0-EA2C-4641-81B0-8702B9C5D579_tiles.jsonl,TCGA-BH-A1F6,Fibrous desmoplastic stroma,6801,5623
TCGA-BH-A1F6-01Z-00-DX1.E83F0DC0-EA2C-4641-81B0-8702B9C5D579_tiles.jsonl,TCGA-BH-A1F6,Invasive breast carcinoma (tumor cells),14569,13045
TCGA-BH-A1F6-01Z-00-DX1.E83F0DC0-EA2C-4641-81B0-8702B9C5D579_tiles.jsonl,TCGA-BH-A1F6,Muscle tissue (smooth or skeletal muscle),11406,9895
TCGA-BH-A1F6-01Z-00-DX1.E83F0DC0-EA2C-4641-81B0-8702B9C5D579_tiles.jsonl,TCGA-BH-A1F6,Necrosis or hemorrhage,87,71
TCGA-BH-A1F6-01Z-00-DX1.E83F0DC0-EA2C-4641-81B0-8702B9C5D579_tiles.jsonl,TCGA-BH-A1F6,Normal breast glands and lobules (TDLU),1957,1509
TCGA-BH-A1F6-01Z-00-DX1.E83F0DC0-EA2C-4641-81B0-8702B9C5D579_tiles.jsonl,TCGA-BH-A1F6,Tumor-infiltrating lymphocytes (immune infiltrates),256,181
TCGA-BH-A1F8-01Z-00-DX1.8BB026F7-35CB-483F-B665-4C3A3EF47E1B_tiles.jsonl,TCGA-BH-A1F8,Adipose tissue (fat),32784,30739
TCGA-BH-A1F8-01Z-00-DX1.8BB026F7-35CB-483F-B665-4C3A3EF47E1B_tiles.jsonl,TCGA-BH-A1F8,Blood vessels (vasculature),7959,7449
TCGA-BH-A1F8-01Z-00-DX1.8BB026F7-35CB-483F-B665-4C3A3EF47E1B_tiles.jsonl,TCGA-BH-A1F8,Ductal carcinoma in situ (DCIS),1938,1560
TCGA-BH-A1F8-01Z-00-DX1.8BB026F7-35CB-483F-B665-4C3A3EF47E1B_tiles.jsonl,TCGA-BH-A1F8,Fibrous desmoplastic stroma,4708,3769
TCGA-BH-A1F8-01Z-00-DX1.8BB026F7-35CB-483F-B665-4C3A3EF47E1B_tiles.jsonl,TCGA-BH-A1F8,Invasive breast carcinoma (tumor cells),12426,10952
TCGA-BH-A1F8-01Z-00-DX1.8BB026F7-35CB-483F-B665-4C3A3EF47E1B_tiles.jsonl,TCGA-BH-A1F8,Muscle tissue (smooth or skeletal muscle),31886,29773
TCGA-BH-A1F8-01Z-00-DX1.8BB026F7-35CB-483F-B665-4C3A3EF47E1B_tiles.jsonl,TCGA-BH-A1F8,Necrosis or hemorrhage,225,175
TCGA-BH-A1F8-01Z-00-DX1.8BB026F7-35CB-483F-B665-4C3A3EF47E1B_tiles.jsonl,TCGA-BH-A1F8,Normal breast glands and lobules (TDLU),10842,9214
TCGA-BH-A1F8-01Z-00-DX1.8BB026F7-35CB-483F-B665-4C3A3EF47E1B_tiles.jsonl,TCGA-BH-A1F8,Tumor-infiltrating lymphocytes (immune infiltrates),6493,5382
TCGA-BH-A1FB-01Z-00-DX1.9D778D1A-07F6-450D-B7AA-0E17B4D0A88C_tiles.jsonl,TCGA-BH-A1FB,Adipose tissue (fat),12315,11469
TCGA-BH-A1FB-01Z-00-DX1.9D778D1A-07F6-450D-B7AA-0E17B4D0A88C_tiles.jsonl,TCGA-BH-A1FB,Blood vessels (vasculature),3696,3454
TCGA-BH-A1FB-01Z-00-DX1.9D778D1A-07F6-450D-B7AA-0E17B4D0A88C_tiles.jsonl,TCGA-BH-A1FB,Ductal carcinoma in situ (DCIS),1245,1040
TCGA-BH-A1FB-01Z-00-DX1.9D778D1A-07F6-450D-B7AA-0E17B4D0A88C_tiles.jsonl,TCGA-BH-A1FB,Fibrous desmoplastic stroma,18299,16997
TCGA-BH-A1FB-01Z-00-DX1.9D778D1A-07F6-450D-B7AA-0E17B4D0A88C_tiles.jsonl,TCGA-BH-A1FB,Invasive breast carcinoma (tumor cells),4168,3563
TCGA-BH-A1FB-01Z-00-DX1.9D778D1A-07F6-450D-B7AA-0E17B4D0A88C_tiles.jsonl,TCGA-BH-A1FB,Muscle tissue (smooth or skeletal muscle),16115,14794
TCGA-BH-A1FB-01Z-00-DX1.9D778D1A-07F6-450D-B7AA-0E17B4D0A88C_tiles.jsonl,TCGA-BH-A1FB,Necrosis or hemorrhage,105,88
TCGA-BH-A1FB-01Z-00-DX1.9D778D1A-07F6-450D-B7AA-0E17B4D0A88C_tiles.jsonl,TCGA-BH-A1FB,Normal breast glands and lobules (TDLU),5023,4357
TCGA-BH-A1FB-01Z-00-DX1.9D778D1A-07F6-450D-B7AA-0E17B4D0A88C_tiles.jsonl,TCGA-BH-A1FB,Tumor-infiltrating lymphocytes (immune infiltrates),1806,1424
TCGA-BH-A1FC-01Z-00-DX1.B816A21B-1559-42F5-902A-A1532E59C015_tiles.jsonl,TCGA-BH-A1FC,Adipose tissue (fat),6622,6182
TCGA-BH-A1FC-01Z-00-DX1.B816A21B-1559-42F5-902A-A1532E59C015_tiles.jsonl,TCGA-BH-A1FC,Blood vessels (vasculature),2414,2141
TCGA-BH-A1FC-01Z-00-DX1.B816A21B-1559-42F5-902A-A1532E59C015_tiles.jsonl,TCGA-BH-A1FC,Ductal carcinoma in situ (DCIS),224,201
TCGA-BH-A1FC-01Z-00-DX1.B816A21B-1559-42F5-902A-A1532E59C015_tiles.jsonl,TCGA-BH-A1FC,Fibrous desmoplastic stroma,2830,2381
TCGA-BH-A1FC-01Z-00-DX1.B816A21B-1559-42F5-902A-A1532E59C015_tiles.jsonl,TCGA-BH-A1FC,Invasive breast carcinoma (tumor cells),547,409
TCGA-BH-A1FC-01Z-00-DX1.B816A21B-1559-42F5-902A-A1532E59C015_tiles.jsonl,TCGA-BH-A1FC,Muscle tissue (smooth or skeletal muscle),4679,4183
TCGA-BH-A1FC-01Z-00-DX1.B816A21B-1559-42F5-902A-A1532E59C015_tiles.jsonl,TCGA-BH-A1FC,Necrosis or hemorrhage,146,120
TCGA-BH-A1FC-01Z-00-DX1.B816A21B-1559-42F5-902A-A1532E59C015_tiles.jsonl,TCGA-BH-A1FC,Normal breast glands and lobules (TDLU),4182,3579
TCGA-BH-A1FC-01Z-00-DX1.B816A21B-1559-42F5-902A-A1532E59C015_tiles.jsonl,TCGA-BH-A1FC,Tumor-infiltrating lymphocytes (immune infiltrates),10231,9201
TCGA-BH-A1FE-01Z-00-DX1.8FB57ECF-350B-44E4-8612-63E8374D3C4B_tiles.jsonl,TCGA-BH-A1FE,Adipose tissue (fat),11367,10521
TCGA-BH-A1FE-01Z-00-DX1.8FB57ECF-350B-44E4-8612-63E8374D3C4B_tiles.jsonl,TCGA-BH-A1FE,Blood vessels (vasculature),2536,2358
TCGA-BH-A1FE-01Z-00-DX1.8FB57ECF-350B-44E4-8612-63E8374D3C4B_tiles.jsonl,TCGA-BH-A1FE,Ductal carcinoma in situ (DCIS),340,326
TCGA-BH-A1FE-01Z-00-DX1.8FB57ECF-350B-44E4-8612-63E8374D3C4B_tiles.jsonl,TCGA-BH-A1FE,Fibrous desmoplastic stroma,2012,1714
TCGA-BH-A1FE-01Z-00-DX1.8FB57ECF-350B-44E4-8612-63E8374D3C4B_tiles.jsonl,TCGA-BH-A1FE,Invasive breast carcinoma (tumor cells),491,407
TCGA-BH-A1FE-01Z-00-DX1.8FB57ECF-350B-44E4-8612-63E8374D3C4B_tiles.jsonl,TCGA-BH-A1FE,Muscle tissue (smooth or skeletal muscle),3845,3280
TCGA-BH-A1FE-01Z-00-DX1.8FB57ECF-350B-44E4-8612-63E8374D3C4B_tiles.jsonl,TCGA-BH-A1FE,Necrosis or hemorrhage,10,9
TCGA-BH-A1FE-01Z-00-DX1.8FB57ECF-350B-44E4-8612-63E8374D3C4B_tiles.jsonl,TCGA-BH-A1FE,Normal breast glands and lobules (TDLU),12271,11389
TCGA-BH-A1FE-01Z-00-DX1.8FB57ECF-350B-44E4-8612-63E8374D3C4B_tiles.jsonl,TCGA-BH-A1FE,Tumor-infiltrating lymphocytes (immune infiltrates),44,33
TCGA-BH-A1FG-01Z-00-DX1.DA665FB6-9DD9-4B18-A925-2EFD9BC4C43B_tiles.jsonl,TCGA-BH-A1FG,Adipose tissue (fat),11029,10522
TCGA-BH-A1FG-01Z-00-DX1.DA665FB6-9DD9-4B18-A925-2EFD9BC4C43B_tiles.jsonl,TCGA-BH-A1FG,Blood vessels (vasculature),1518,1350
TCGA-BH-A1FG-01Z-00-DX1.DA665FB6-9DD9-4B18-A925-2EFD9BC4C43B_tiles.jsonl,TCGA-BH-A1FG,Ductal carcinoma in situ (DCIS),683,561
TCGA-BH-A1FG-01Z-00-DX1.DA665FB6-9DD9-4B18-A925-2EFD9BC4C43B_tiles.jsonl,TCGA-BH-A1FG,Fibrous desmoplastic stroma,986,769
TCGA-BH-A1FG-01Z-00-DX1.DA665FB6-9DD9-4B18-A925-2EFD9BC4C43B_tiles.jsonl,TCGA-BH-A1FG,Invasive breast carcinoma (tumor cells),4624,4021
TCGA-BH-A1FG-01Z-00-DX1.DA665FB6-9DD9-4B18-A925-2EFD9BC4C43B_tiles.jsonl,TCGA-BH-A1FG,Muscle tissue (smooth or skeletal muscle),6774,6217
TCGA-BH-A1FG-01Z-00-DX1.DA665FB6-9DD9-4B18-A925-2EFD9BC4C43B_tiles.jsonl,TCGA-BH-A1FG,Necrosis or hemorrhage,41,36
TCGA-BH-A1FG-01Z-00-DX1.DA665FB6-9DD9-4B18-A925-2EFD9BC4C43B_tiles.jsonl,TCGA-BH-A1FG,Normal breast glands and lobules (TDLU),5045,4513
TCGA-BH-A1FG-01Z-00-DX1.DA665FB6-9DD9-4B18-A925-2EFD9BC4C43B_tiles.jsonl,TCGA-BH-A1FG,Tumor-infiltrating lymphocytes (immune infiltrates),249,151
TCGA-BH-A1FH-01Z-00-DX1.F90A691F-B6DB-4C4A-9975-9A2CB01F29E2_tiles.jsonl,TCGA-BH-A1FH,Adipose tissue (fat),15362,14094
TCGA-BH-A1FH-01Z-00-DX1.F90A691F-B6DB-4C4A-9975-9A2CB01F29E2_tiles.jsonl,TCGA-BH-A1FH,Blood vessels (vasculature),2342,2164
TCGA-BH-A1FH-01Z-00-DX1.F90A691F-B6DB-4C4A-9975-9A2CB01F29E2_tiles.jsonl,TCGA-BH-A1FH,Ductal carcinoma in situ (DCIS),338,290
TCGA-BH-A1FH-01Z-00-DX1.F90A691F-B6DB-4C4A-9975-9A2CB01F29E2_tiles.jsonl,TCGA-BH-A1FH,Fibrous desmoplastic stroma,7521,6493
TCGA-BH-A1FH-01Z-00-DX1.F90A691F-B6DB-4C4A-9975-9A2CB01F29E2_tiles.jsonl,TCGA-BH-A1FH,Invasive breast carcinoma (tumor cells),1422,1140
TCGA-BH-A1FH-01Z-00-DX1.F90A691F-B6DB-4C4A-9975-9A2CB01F29E2_tiles.jsonl,TCGA-BH-A1FH,Muscle tissue (smooth or skeletal muscle),10186,9294
TCGA-BH-A1FH-01Z-00-DX1.F90A691F-B6DB-4C4A-9975-9A2CB01F29E2_tiles.jsonl,TCGA-BH-A1FH,Necrosis or hemorrhage,30,23
TCGA-BH-A1FH-01Z-00-DX1.F90A691F-B6DB-4C4A-9975-9A2CB01F29E2_tiles.jsonl,TCGA-BH-A1FH,Normal breast glands and lobules (TDLU),10092,9194
