slide,case,compartment,n_tiles,n_tiles_top1_ge_0.50
TCGA-D8-A27M-01Z-00-DX1.3020D223-2400-4A2D-8BFE-08A5B78FE13B_tiles.jsonl,TCGA-D8-A27M,Necrosis or hemorrhage,115,105
TCGA-D8-A27M-01Z-00-DX1.3020D223-2400-4A2D-8BFE-08A5B78FE13B_tiles.jsonl,TCGA-D8-A27M,Normal breast glands and lobules (TDLU),6746,6102
TCGA-D8-A27M-01Z-00-DX1.3020D223-2400-4A2D-8BFE-08A5B78FE13B_tiles.jsonl,TCGA-D8-A27M,Tumor-infiltrating lymphocytes (immune infiltrates),716,522
TCGA-D8-A27N-01Z-00-DX1.85613A4F-1FFB-4091-B925-8E8A7C7A6D95_tiles.jsonl,TCGA-D8-A27N,Adipose tissue (fat),16367,15520
TCGA-D8-A27N-01Z-00-DX1.85613A4F-1FFB-4091-B925-8E8A7C7A6D95_tiles.jsonl,TCGA-D8-A27N,Blood vessels (vasculature),5537,4971
TCGA-D8-A27N-01Z-00-DX1.85613A4F-1FFB-4091-B925-8E8A7C7A6D95_tiles.jsonl,TCGA-D8-A27N,Ductal carcinoma in situ (DCIS),258,229
TCGA-D8-A27N-01Z-00-DX1.85613A4F-1FFB-4091-B925-8E8A7C7A6D95_tiles.jsonl,TCGA-D8-A27N,Fibrous desmoplastic stroma,2785,2210
TCGA-D8-A27N-01Z-00-DX1.85613A4F-1FFB-4091-B925-8E8A7C7A6D95_tiles.jsonl,TCGA-D8-A27N,Invasive breast carcinoma (tumor cells),573,442
TCGA-D8-A27N-01Z-00-DX1.85613A4F-1FFB-4091-B925-8E8A7C7A6D95_tiles.jsonl,TCGA-D8-A27N,Muscle tissue (smooth or skeletal muscle),2228,1933
TCGA-D8-A27N-01Z-00-DX1.85613A4F-1FFB-4091-B925-8E8A7C7A6D95_tiles.jsonl,TCGA-D8-A27N,Necrosis or hemorrhage,289,265
TCGA-D8-A27N-01Z-00-DX1.85613A4F-1FFB-4091-B925-8E8A7C7A6D95_tiles.jsonl,TCGA-D8-A27N,Normal breast glands and lobules (TDLU),7764,7112
TCGA-D8-A27N-01Z-00-DX1.85613A4F-1FFB-4091-B925-8E8A7C7A6D95_tiles.jsonl,TCGA-D8-A27N,Tumor-infiltrating lymphocytes (immune infiltrates),138,79
TCGA-D8-A27P-01Z-00-DX1.EF426996-D0DC-4418-BEC4-F7CE3C82C869_tiles.jsonl,TCGA-D8-A27P,Adipose tissue (fat),7666,7003
TCGA-D8-A27P-01Z-00-DX1.EF426996-D0DC-4418-BEC4-F7CE3C82C869_tiles.jsonl,TCGA-D8-A27P,Blood vessels (vasculature),3716,3426
TCGA-D8-A27P-01Z-00-DX1.EF426996-D0DC-4418-BEC4-F7CE3C82C869_tiles.jsonl,TCGA-D8-A27P,Ductal carcinoma in situ (DCIS),2681,2518
TCGA-D8-A27P-01Z-00-DX1.EF426996-D0DC-4418-BEC4-F7CE3C82C869_tiles.jsonl,TCGA-D8-A27P,Fibrous desmoplastic stroma,8537,7900
TCGA-D8-A27P-01Z-00-DX1.EF426996-D0DC-4418-BEC4-F7CE3C82C869_tiles.jsonl,TCGA-D8-A27P,Invasive breast carcinoma (tumor cells),821,664
TCGA-D8-A27P-01Z-00-DX1.EF426996-D0DC-4418-BEC4-F7CE3C82C869_tiles.jsonl,TCGA-D8-A27P,Muscle tissue (smooth or skeletal muscle),3390,2923
TCGA-D8-A27P-01Z-00-DX1.EF426996-D0DC-4418-BEC4-F7CE3C82C869_tiles.jsonl,TCGA-D8-A27P,Necrosis or hemorrhage,193,180
TCGA-D8-A27P-01Z-00-DX1.EF426996-D0DC-4418-BEC4-F7CE3C82C869_tiles.jsonl,TCGA-D8-A27P,Normal breast glands and lobules (TDLU),4717,4124
TCGA-D8-A27P-01Z-00-DX1.EF426996-D0DC-4418-BEC4-F7CE3C82C869_tiles.jsonl,TCGA-D8-A27P,Tumor-infiltrating lymphocytes (immune infiltrates),185,147
TCGA-D8-A27R-01Z-00-DX1.F6E2FD1C-0666-4788-8D95-A76D15907270_tiles.jsonl,TCGA-D8-A27R,Adipose tissue (fat),34786,32689
TCGA-D8-A27R-01Z-00-DX1.F6E2FD1C-0666-4788-8D95-A76D15907270_tiles.jsonl,TCGA-D8-A27R,Blood vessels (vasculature),7107,6300
TCGA-D8-A27R-01Z-00-DX1.F6E2FD1C-0666-4788-8D95-A76D15907270_tiles.jsonl,TCGA-D8-A27R,Ductal carcinoma in situ (DCIS),973,829
TCGA-D8-A27R-01Z-00-DX1.F6E2FD1C-0666-4788-8D95-A76D15907270_tiles.jsonl,TCGA-D8-A27R,Fibrous desmoplastic stroma,6258,5394
TCGA-D8-A27R-01Z-00-DX1.F6E2FD1C-0666-4788-8D95-A76D15907270_tiles.jsonl,TCGA-D8-A27R,Invasive breast carcinoma (tumor cells),10133,8343
TCGA-D8-A27R-01Z-00-DX1.F6E2FD1C-0666-4788-8D95-A76D15907270_tiles.jsonl,TCGA-D8-A27R,Muscle tissue (smooth or skeletal muscle),1873,1322
TCGA-D8-A27R-01Z-00-DX1.F6E2FD1C-0666-4788-8D95-A76D15907270_tiles.jsonl,TCGA-D8-A27R,Necrosis or hemorrhage,944,797
TCGA-D8-A27R-01Z-00-DX1.F6E2FD1C-0666-4788-8D95-A76D15907270_tiles.jsonl,TCGA-D8-A27R,Normal breast glands and lobules (TDLU),7141,5828
TCGA-D8-A27R-01Z-00-DX1.F6E2FD1C-0666-4788-8D95-A76D15907270_tiles.jsonl,TCGA-D8-A27R,Tumor-infiltrating lymphocytes (immune infiltrates),3128,2232
TCGA-D8-A27T-01Z-00-DX1.1E3A4D57-9CF2-4EBF-B74D-ADD7BD8CBFA5_tiles.jsonl,TCGA-D8-A27T,Adipose tissue (fat),12568,11021
TCGA-D8-A27T-01Z-00-DX1.1E3A4D57-9CF2-4EBF-B74D-ADD7BD8CBFA5_tiles.jsonl,TCGA-D8-A27T,Blood vessels (vasculature),8715,7700
TCGA-D8-A27T-01Z-00-DX1.1E3A4D57-9CF2-4EBF-B74D-ADD7BD8CBFA5_tiles.jsonl,TCGA-D8-A27T,Ductal carcinoma in situ (DCIS),36,29
TCGA-D8-A27T-01Z-00-DX1.1E3A4D57-9CF2-4EBF-B74D-ADD7BD8CBFA5_tiles.jsonl,TCGA-D8-A27T,Fibrous desmoplastic stroma,9004,7600
TCGA-D8-A27T-01Z-00-DX1.1E3A4D57-9CF2-4EBF-B74D-ADD7BD8CBFA5_tiles.jsonl,TCGA-D8-A27T,Invasive breast carcinoma (tumor cells),2620,2012
TCGA-D8-A27T-01Z-00-DX1.1E3A4D57-9CF2-4EBF-B74D-ADD7BD8CBFA5_tiles.jsonl,TCGA-D8-A27T,Muscle tissue (smooth or skeletal muscle),16083,14518
TCGA-D8-A27T-01Z-00-DX1.1E3A4D57-9CF2-4EBF-B74D-ADD7BD8CBFA5_tiles.jsonl,TCGA-D8-A27T,Necrosis or hemorrhage,37,28
TCGA-D8-A27T-01Z-00-DX1.1E3A4D57-9CF2-4EBF-B74D-ADD7BD8CBFA5_tiles.jsonl,TCGA-D8-A27T,Normal breast glands and lobules (TDLU),20838,18983
TCGA-D8-A27T-01Z-00-DX1.1E3A4D57-9CF2-4EBF-B74D-ADD7BD8CBFA5_tiles.jsonl,TCGA-D8-A27T,Tumor-infiltrating lymphocytes (immune infiltrates),332,218
TCGA-D8-A27V-01Z-00-DX1.F937C53B-0B55-4271-843E-2C28F72CF28E_tiles.jsonl,TCGA-D8-A27V,Adipose tissue (fat),43877,41659
TCGA-D8-A27V-01Z-00-DX1.F937C53B-0B55-4271-843E-2C28F72CF28E_tiles.jsonl,TCGA-D8-A27V,Blood vessels (vasculature),8071,7482
TCGA-D8-A27V-01Z-00-DX1.F937C53B-0B55-4271-843E-2C28F72CF28E_tiles.jsonl,TCGA-D8-A27V,Ductal carcinoma in situ (DCIS),480,391
TCGA-D8-A27V-01Z-00-DX1.F937C53B-0B55-4271-843E-2C28F72CF28E_tiles.jsonl,TCGA-D8-A27V,Fibrous desmoplastic stroma,10641,8998
TCGA-D8-A27V-01Z-00-DX1.F937C53B-0B55-4271-843E-2C28F72CF28E_tiles.jsonl,TCGA-D8-A27V,Invasive breast carcinoma (tumor cells),862,602
TCGA-D8-A27V-01Z-00-DX1.F937C53B-0B55-4271-843E-2C28F72CF28E_tiles.jsonl,TCGA-D8-A27V,Muscle tissue (smooth or skeletal muscle),8156,7241
TCGA-D8-A27V-01Z-00-DX1.F937C53B-0B55-4271-843E-2C28F72CF28E_tiles.jsonl,TCGA-D8-A27V,Necrosis or hemorrhage,73,62
TCGA-D8-A27V-01Z-00-DX1.F937C53B-0B55-4271-843E-2C28F72CF28E_tiles.jsonl,TCGA-D8-A27V,Normal breast glands and lobules (TDLU),9012,7940
TCGA-D8-A27V-01Z-00-DX1.F937C53B-0B55-4271-843E-2C28F72CF28E_tiles.jsonl,TCGA-D8-A27V,Tumor-infiltrating lymphocytes (immune infiltrates),1104,878
TCGA-D8-A27W-01Z-00-DX1.CE2D4FEA-284C-44AF-A70F-7956D91CCB29_tiles.jsonl,TCGA-D8-A27W,Adipose tissue (fat),56207,54745
TCGA-D8-A27W-01Z-00-DX1.CE2D4FEA-284C-44AF-A70F-7956D91CCB29_tiles.jsonl,TCGA-D8-A27W,Blood vessels (vasculature),2190,1975
TCGA-D8-A27W-01Z-00-DX1.CE2D4FEA-284C-44AF-A70F-7956D91CCB29_tiles.jsonl,TCGA-D8-A27W,Ductal carcinoma in situ (DCIS),207,162
TCGA-D8-A27W-01Z-00-DX1.CE2D4FEA-284C-44AF-A70F-7956D91CCB29_tiles.jsonl,TCGA-D8-A27W,Fibrous desmoplastic stroma,6656,5924
TCGA-D8-A27W-01Z-00-DX1.CE2D4FEA-284C-44AF-A70F-7956D91CCB29_tiles.jsonl,TCGA-D8-A27W,Invasive breast carcinoma (tumor cells),4745,4139
TCGA-D8-A27W-01Z-00-DX1.CE2D4FEA-284C-44AF-A70F-7956D91CCB29_tiles.jsonl,TCGA-D8-A27W,Muscle tissue (smooth or skeletal muscle),9124,8189
TCGA-D8-A27W-01Z-00-DX1.CE2D4FEA-284C-44AF-A70F-7956D91CCB29_tiles.jsonl,TCGA-D8-A27W,Necrosis or hemorrhage,18,12
TCGA-D8-A27W-01Z-00-DX1.CE2D4FEA-284C-44AF-A70F-7956D91CCB29_tiles.jsonl,TCGA-D8-A27W,Normal breast glands and lobules (TDLU),1701,1449
TCGA-D8-A27W-01Z-00-DX1.CE2D4FEA-284C-44AF-A70F-7956D91CCB29_tiles.jsonl,TCGA-D8-A27W,Tumor-infiltrating lymphocytes (immune infiltrates),201,148
TCGA-D8-A3Z5-01Z-00-DX1.4DBF937F-623C-4212-8493-ECE3C8F555E3_tiles.jsonl,TCGA-D8-A3Z5,Adipose tissue (fat),24119,22744
TCGA-D8-A3Z5-01Z-00-DX1.4DBF937F-623C-4212-8493-ECE3C8F555E3_tiles.jsonl,TCGA-D8-A3Z5,Blood vessels (vasculature),2396,2275
TCGA-D8-A3Z5-01Z-00-DX1.4DBF937F-623C-4212-8493-ECE3C8F555E3_tiles.jsonl,TCGA-D8-A3Z5,Ductal carcinoma in situ (DCIS),93,75
TCGA-D8-A3Z5-01Z-00-DX1.4DBF937F-623C-4212-8493-ECE3C8F555E3_tiles.jsonl,TCGA-D8-A3Z5,Fibrous desmoplastic stroma,13924,12332
TCGA-D8-A3Z5-01Z-00-DX1.4DBF937F-623C-4212-8493-ECE3C8F555E3_tiles.jsonl,TCGA-D8-A3Z5,Invasive breast carcinoma (tumor cells),108,78
TCGA-D8-A3Z5-01Z-00-DX1.4DBF937F-623C-4212-8493-ECE3C8F555E3_tiles.jsonl,TCGA-D8-A3Z5,Muscle tissue (smooth or skeletal muscle),3569,3186
TCGA-D8-A3Z5-01Z-00-DX1.4DBF937F-623C-4212-8493-ECE3C8F555E3_tiles.jsonl,TCGA-D8-A3Z5,Necrosis or hemorrhage,1,1
TCGA-D8-A3Z5-01Z-00-DX1.4DBF937F-623C-4212-8493-ECE3C8F555E3_tiles.jsonl,TCGA-D8-A3Z5,Normal breast glands and lobules (TDLU),28556,27210
TCGA-D8-A3Z5-01Z-00-DX1.4DBF937F-623C-4212-8493-ECE3C8F555E3_tiles.jsonl,TCGA-D8-A3Z5,Tumor-infiltrating lymphocytes (immune infiltrates),65,53
TCGA-D8-A3Z6-01Z-00-DX1.4076A770-5901-4325-85C3-AF7B192272F5_tiles.jsonl,TCGA-D8-A3Z6,Adipose tissue (fat),11347,10347
TCGA-D8-A3Z6-01Z-00-DX1.4076A770-5901-4325-85C3-AF7B192272F5_tiles.jsonl,TCGA-D8-A3Z6,Blood vessels (vasculature),2719,2471
TCGA-D8-A3Z6-01Z-00-DX1.4076A770-5901-4325-85C3-AF7B192272F5_tiles.jsonl,TCGA-D8-A3Z6,Ductal carcinoma in situ (DCIS),132,122
TCGA-D8-A3Z6-01Z-00-DX1.4076A770-5901-4325-85C3-AF7B192272F5_tiles.jsonl,TCGA-D8-A3Z6,Fibrous desmoplastic stroma,8502,7565
TCGA-D8-A3Z6-01Z-00-DX1.4076A770-5901-4325-85C3-AF7B192272F5_tiles.jsonl,TCGA-D8-A3Z6,Invasive breast carcinoma (tumor cells),1784,1414
TCGA-D8-A3Z6-01Z-00-DX1.4076A770-5901-4325-85C3-AF7B192272F5_tiles.jsonl,TCGA-D8-A3Z6,Muscle tissue (smooth or skeletal muscle),2898,2461
TCGA-D8-A3Z6-01Z-00-DX1.4076A770-5901-4325-85C3-AF7B192272F5_tiles.jsonl,TCGA-D8-A3Z6,Necrosis or hemorrhage,17,11
TCGA-D8-A3Z6-01Z-00-DX1.4076A770-5901-4325-85C3-AF7B192272F5_tiles.jsonl,TCGA-D8-A3Z6,Normal breast glands and lobules (TDLU),10020,9174
TCGA-D8-A3Z6-01Z-00-DX1.4076A770-5901-4325-85C3-AF7B192272F5_tiles.jsonl,TCGA-D8-A3Z6,Tumor-infiltrating lymphocytes (immune infiltrates),671,467
TCGA-D8-A4Z1-01Z-00-DX1.D39D38B5-FC9F-4298-8720-016407DC6591_tiles.jsonl,TCGA-D8-A4Z1,Adipose tissue (fat),10842,10262
TCGA-D8-A4Z1-01Z-00-DX1.D39D38B5-FC9F-4298-8720-016407DC6591_tiles.jsonl,TCGA-D8-A4Z1,Blood vessels (vasculature),1564,1458
TCGA-D8-A4Z1-01Z-00-DX1.D39D38B5-FC9F-4298-8720-016407DC6591_tiles.jsonl,TCGA-D8-A4Z1,Ductal carcinoma in situ (DCIS),473,448
TCGA-D8-A4Z1-01Z-00-DX1.D39D38B5-FC9F-4298-8720-016407DC6591_tiles.jsonl,TCGA-D8-A4Z1,Fibrous desmoplastic stroma,7666,6994
TCGA-D8-A4Z1-01Z-00-DX1.D39D38B5-FC9F-4298-8720-016407DC6591_tiles.jsonl,TCGA-D8-A4Z1,Invasive breast carcinoma (tumor cells),807,654
TCGA-D8-A4Z1-01Z-00-DX1.D39D38B5-FC9F-4298-8720-016407DC6591_tiles.jsonl,TCGA-D8-A4Z1,Muscle tissue (smooth or skeletal muscle),3500,3011
TCGA-D8-A4Z1-01Z-00-DX1.D39D38B5-FC9F-4298-8720-016407DC6591_tiles.jsonl,TCGA-D8-A4Z1,Necrosis or hemorrhage,4,4
TCGA-D8-A4Z1-01Z-00-DX1.D39D38B5-FC9F-4298-8720-016407DC6591_tiles.jsonl,TCGA-D8-A4Z1,Normal breast glands and lobules (TDLU),3453,3092
TCGA-D8-A4Z1-01Z-00-DX1.D39D38B5-FC9F-4298-8720-016407DC6591_tiles.jsonl,TCGA-D8-A4Z1,Tumor-infiltrating lymphocytes (immune infiltrates),65,47
TCGA-D8-A73U-01Z-00-DX1.6ECEF7C0-00CC-4AC2-87BD-DBFB6E0DC042_tiles.jsonl,TCGA-D8-A73U,Adipose tissue (fat),8089,7759
TCGA-D8-A73U-01Z-00-DX1.6ECEF7C0-00CC-4AC2-87BD-DBFB6E0DC042_tiles.jsonl,TCGA-D8-A73U,Blood vessels (vasculature),610,541
TCGA-D8-A73U-01Z-00-DX1.6ECEF7C0-00CC-4AC2-87BD-DBFB6E0DC042_tiles.jsonl,TCGA-D8-A73U,Ductal carcinoma in situ (DCIS),122,113
TCGA-D8-A73U-01Z-00-DX1.6ECEF7C0-00CC-4AC2-87BD-DBFB6E0DC042_tiles.jsonl,TCGA-D8-A73U,Fibrous desmoplastic stroma,2194,1910
TCGA-D8-A73U-01Z-00-DX1.6ECEF7C0-00CC-4AC2-87BD-DBFB6E0DC042_tiles.jsonl,TCGA-D8-A73U,Invasive breast carcinoma (tumor cells),508,396
TCGA-D8-A73U-01Z-00-DX1.6ECEF7C0-00CC-4AC2-87BD-DBFB6E0DC042_tiles.jsonl,TCGA-D8-A73U,Muscle tissue (smooth or skeletal muscle),4864,4584
TCGA-D8-A73U-01Z-00-DX1.6ECEF7C0-00CC-4AC2-87BD-DBFB6E0DC042_tiles.jsonl,TCGA-D8-A73U,Necrosis or hemorrhage,1,0
TCGA-D8-A73U-01Z-00-DX1.6ECEF7C0-00CC-4AC2-87BD-DBFB6E0DC042_tiles.jsonl,TCGA-D8-A73U,Normal breast glands and lobules (TDLU),1077,864
TCGA-D8-A73U-01Z-00-DX1.6ECEF7C0-00CC-4AC2-87BD-DBFB6E0DC042_tiles.jsonl,TCGA-D8-A73U,Tumor-infiltrating lymphocytes (immune infiltrates),77,55
TCGA-D8-A73W-01Z-00-DX1.2A4B8A37-BE62-42C8-A109-800A7970FF0F_tiles.jsonl,TCGA-D8-A73W,Adipose tissue (fat),28645,28016
TCGA-D8-A73W-01Z-00-DX1.2A4B8A37-BE62-42C8-A109-800A7970FF0F_tiles.jsonl,TCGA-D8-A73W,Blood vessels (vasculature),2325,2164
TCGA-D8-A73W-01Z-00-DX1.2A4B8A37-BE62-42C8-A109-800A7970FF0F_tiles.jsonl,TCGA-D8-A73W,Ductal carcinoma in situ (DCIS),844,796
TCGA-D8-A73W-01Z-00-DX1.2A4B8A37-BE62-42C8-A109-800A7970FF0F_tiles.jsonl,TCGA-D8-A73W,Fibrous desmoplastic stroma,1064,871
TCGA-D8-A73W-01Z-00-DX1.2A4B8A37-BE62-42C8-A109-800A7970FF0F_tiles.jsonl,TCGA-D8-A73W,Invasive breast carcinoma (tumor cells),1225,1028
TCGA-D8-A73W-01Z-00-DX1.2A4B8A37-BE62-42C8-A109-800A7970FF0F_tiles.jsonl,TCGA-D8-A73W,Muscle tissue (smooth or skeletal muscle),2615,2315
TCGA-D8-A73W-01Z-00-DX1.2A4B8A37-BE62-42C8-A109-800A7970FF0F_tiles.jsonl,TCGA-D8-A73W,Necrosis or hemorrhage,170,151
TCGA-D8-A73W-01Z-00-DX1.2A4B8A37-BE62-42C8-A109-800A7970FF0F_tiles.jsonl,TCGA-D8-A73W,Normal breast glands and lobules (TDLU),4031,3695
TCGA-D8-A73W-01Z-00-DX1.2A4B8A37-BE62-42C8-A109-800A7970FF0F_tiles.jsonl,TCGA-D8-A73W,Tumor-infiltrating lymphocytes (immune infiltrates),214,145
TCGA-D8-A73X-01Z-00-DX1.5F0DF75C-594C-42DF-BE3F-E00E5E01DCD6_tiles.jsonl,TCGA-D8-A73X,Adipose tissue (fat),4170,3866
TCGA-D8-A73X-01Z-00-DX1.5F0DF75C-594C-42DF-BE3F-E00E5E01DCD6_tiles.jsonl,TCGA-D8-A73X,Blood vessels (vasculature),1439,1322
TCGA-D8-A73X-01Z-00-DX1.5F0DF75C-594C-42DF-BE3F-E00E5E01DCD6_tiles.jsonl,TCGA-D8-A73X,Ductal carcinoma in situ (DCIS),161,136
TCGA-D8-A73X-01Z-00-DX1.5F0DF75C-594C-42DF-BE3F-E00E5E01DCD6_tiles.jsonl,TCGA-D8-A73X,Fibrous desmoplastic stroma,5185,4776
TCGA-D8-A73X-01Z-00-DX1.5F0DF75C-594C-42DF-BE3F-E00E5E01DCD6_tiles.jsonl,TCGA-D8-A73X,Invasive breast carcinoma (tumor cells),1009,832
TCGA-D8-A73X-01Z-00-DX1.5F0DF75C-594C-42DF-BE3F-E00E5E01DCD6_tiles.jsonl,TCGA-D8-A73X,Muscle tissue (smooth or skeletal muscle),2423,2238
TCGA-D8-A73X-01Z-00-DX1.5F0DF75C-594C-42DF-BE3F-E00E5E01DCD6_tiles.jsonl,TCGA-D8-A73X,Necrosis or hemorrhage,27,22
TCGA-D8-A73X-01Z-00-DX1.5F0DF75C-594C-42DF-BE3F-E00E5E01DCD6_tiles.jsonl,TCGA-D8-A73X,Normal breast glands and lobules (TDLU),3992,3722
TCGA-D8-A73X-01Z-00-DX1.5F0DF75C-594C-42DF-BE3F-E00E5E01DCD6_tiles.jsonl,TCGA-D8-A73X,Tumor-infiltrating lymphocytes (immune infiltrates),294,215
TCGA-E2-A105-01Z-00-DX1.192813F9-2D7B-40C7-88D9-BFA939D43FEE_tiles.jsonl,TCGA-E2-A105,Adipose tissue (fat),6192,5785
TCGA-E2-A105-01Z-00-DX1.192813F9-2D7B-40C7-88D9-BFA939D43FEE_tiles.jsonl,TCGA-E2-A105,Blood vessels (vasculature),1486,1362
TCGA-E2-A105-01Z-00-DX1.192813F9-2D7B-40C7-88D9-BFA939D43FEE_tiles.jsonl,TCGA-E2-A105,Ductal carcinoma in situ (DCIS),440,374
TCGA-E2-A105-01Z-00-DX1.192813F9-2D7B-40C7-88D9-BFA939D43FEE_tiles.jsonl,TCGA-E2-A105,Fibrous desmoplastic stroma,4733,4343
TCGA-E2-A105-01Z-00-DX1.192813F9-2D7B-40C7-88D9-BFA939D43FEE_tiles.jsonl,TCGA-E2-A105,Invasive breast carcinoma (tumor cells),2699,2350
TCGA-E2-A105-01Z-00-DX1.192813F9-2D7B-40C7-88D9-BFA939D43FEE_tiles.jsonl,TCGA-E2-A105,Muscle tissue (smooth or skeletal muscle),4748,4327
TCGA-E2-A105-01Z-00-DX1.192813F9-2D7B-40C7-88D9-BFA939D43FEE_tiles.jsonl,TCGA-E2-A105,Necrosis or hemorrhage,20,16
TCGA-E2-A105-01Z-00-DX1.192813F9-2D7B-40C7-88D9-BFA939D43FEE_tiles.jsonl,TCGA-E2-A105,Normal breast glands and lobules (TDLU),7713,7237
TCGA-E2-A105-01Z-00-DX1.192813F9-2D7B-40C7-88D9-BFA939D43FEE_tiles.jsonl,TCGA-E2-A105,Tumor-infiltrating lymphocytes (immune infiltrates),690,533
TCGA-E2-A106-01Z-00-DX1.A8D49C06-3C93-48A6-87F8-86D646BEA28C_tiles.jsonl,TCGA-E2-A106,Adipose tissue (fat),5571,5326
TCGA-E2-A106-01Z-00-DX1.A8D49C06-3C93-48A6-87F8-86D646BEA28C_tiles.jsonl,TCGA-E2-A106,Blood vessels (vasculature),1101,960
TCGA-E2-A106-01Z-00-DX1.A8D49C06-3C93-48A6-87F8-86D646BEA28C_tiles.jsonl,TCGA-E2-A106,Ductal carcinoma in situ (DCIS),895,780
TCGA-E2-A106-01Z-00-DX1.A8D49C06-3C93-48A6-87F8-86D646BEA28C_tiles.jsonl,TCGA-E2-A106,Fibrous desmoplastic stroma,4956,4595
TCGA-E2-A106-01Z-00-DX1.A8D49C06-3C93-48A6-87F8-86D646BEA28C_tiles.jsonl,TCGA-E2-A106,Invasive breast carcinoma (tumor cells),1690,1465
TCGA-E2-A106-01Z-00-DX1.A8D49C06-3C93-48A6-87F8-86D646BEA28C_tiles.jsonl,TCGA-E2-A106,Muscle tissue (smooth or skeletal muscle),2042,1773
TCGA-E2-A106-01Z-00-DX1.A8D49C06-3C93-48A6-87F8-86D646BEA28C_tiles.jsonl,TCGA-E2-A106,Necrosis or hemorrhage,6,5
TCGA-E2-A106-01Z-00-DX1.A8D49C06-3C93-48A6-87F8-86D646BEA28C_tiles.jsonl,TCGA-E2-A106,Normal breast glands and lobules (TDLU),4405,4069
TCGA-E2-A106-01Z-00-DX1.A8D49C06-3C93-48A6-87F8-86D646BEA28C_tiles.jsonl,TCGA-E2-A106,Tumor-infiltrating lymphocytes (immune infiltrates),322,226
TCGA-E2-A107-01Z-00-DX1.3BFCCC24-7286-488D-A9E9-98E498AD0767_tiles.jsonl,TCGA-E2-A107,Adipose tissue (fat),25555,23606
TCGA-E2-A107-01Z-00-DX1.3BFCCC24-7286-488D-A9E9-98E498AD0767_tiles.jsonl,TCGA-E2-A107,Blood vessels (vasculature),2958,2566
TCGA-E2-A107-01Z-00-DX1.3BFCCC24-7286-488D-A9E9-98E498AD0767_tiles.jsonl,TCGA-E2-A107,Ductal carcinoma in situ (DCIS),191,147
TCGA-E2-A107-01Z-00-DX1.3BFCCC24-7286-488D-A9E9-98E498AD0767_tiles.jsonl,TCGA-E2-A107,Fibrous desmoplastic stroma,13323,11850
TCGA-E2-A107-01Z-00-DX1.3BFCCC24-7286-488D-A9E9-98E498AD0767_tiles.jsonl,TCGA-E2-A107,Invasive breast carcinoma (tumor cells),5994,4811
TCGA-E2-A107-01Z-00-DX1.3BFCCC24-7286-488D-A9E9-98E498AD0767_tiles.jsonl,TCGA-E2-A107,Muscle tissue (smooth or skeletal muscle),5347,4678
TCGA-E2-A107-01Z-00-DX1.3BFCCC24-7286-488D-A9E9-98E498AD0767_tiles.jsonl,TCGA-E2-A107,Necrosis or hemorrhage,58,45
TCGA-E2-A107-01Z-00-DX1.3BFCCC24-7286-488D-A9E9-98E498AD0767_tiles.jsonl,TCGA-E2-A107,Normal breast glands and lobules (TDLU),11443,9824
TCGA-E2-A107-01Z-00-DX1.3BFCCC24-7286-488D-A9E9-98E498AD0767_tiles.jsonl,TCGA-E2-A107,Tumor-infiltrating lymphocytes (immune infiltrates),1649,1051
TCGA-E2-A108-01Z-00-DX1.B110ED43-08A4-476A-A658-1CA75F7C0DDE_tiles.jsonl,TCGA-E2-A108,Adipose tissue (fat),16639,15577
TCGA-E2-A108-01Z-00-DX1.B110ED43-08A4-476A-A658-1CA75F7C0DDE_tiles.jsonl,TCGA-E2-A108,Blood vessels (vasculature),3159,2895
TCGA-E2-A108-01Z-00-DX1.B110ED43-08A4-476A-A658-1CA75F7C0DDE_tiles.jsonl,TCGA-E2-A108,Ductal carcinoma in situ (DCIS),272,248
TCGA-E2-A108-01Z-00-DX1.B110ED43-08A4-476A-A658-1CA75F7C0DDE_tiles.jsonl,TCGA-E2-A108,Fibrous desmoplastic stroma,3954,3357
TCGA-E2-A108-01Z-00-DX1.B110ED43-08A4-476A-A658-1CA75F7C0DDE_tiles.jsonl,TCGA-E2-A108,Invasive breast carcinoma (tumor cells),714,539
TCGA-E2-A108-01Z-00-DX1.B110ED43-08A4-476A-A658-1CA75F7C0DDE_tiles.jsonl,TCGA-E2-A108,Muscle tissue (smooth or skeletal muscle),9677,8688
TCGA-E2-A108-01Z-00-DX1.B110ED43-08A4-476A-A658-1CA75F7C0DDE_tiles.jsonl,TCGA-E2-A108,Necrosis or hemorrhage,345,313
TCGA-E2-A108-01Z-00-DX1.B110ED43-08A4-476A-A658-1CA75F7C0DDE_tiles.jsonl,TCGA-E2-A108,Normal breast glands and lobules (TDLU),11953,11060
TCGA-E2-A108-01Z-00-DX1.B110ED43-08A4-476A-A658-1CA75F7C0DDE_tiles.jsonl,TCGA-E2-A108,Tumor-infiltrating lymphocytes (immune infiltrates),477,373
TCGA-E2-A109-01Z-00-DX1.FCF5E9FC-F9FE-4F5F-96DD-5628E2609BEF_tiles.jsonl,TCGA-E2-A109,Adipose tissue (fat),8881,8241
TCGA-E2-A109-01Z-00-DX1.FCF5E9FC-F9FE-4F5F-96DD-5628E2609BEF_tiles.jsonl,TCGA-E2-A109,Blood vessels (vasculature),2289,1997
